price,LSTAT,LSTAT2,LSTAT3,LSTAT4,LSTAT5,LSTAT6,LSTAT7,LSTAT8,LSTAT9,LSTAT10
31.7,5.25,27.5625,144.703125,759.6914063,3988.379883,20938.99438,109929.7205,577131.0327,3029937.922,15907174.09
41.7,2.47,6.1009,15.069223,37.22098081,91.9358226,227.0814818,560.8912601,1385.401412,3421.941489,8452.195477
48.3,3.95,15.6025,61.629875,243.4380063,961.5801247,3798.241493,15003.0539,59262.06289,234085.1484,924636.3362
29,8.05,64.8025,521.660125,4199.364006,33804.88025,272129.286,2190640.752,17634658.06,141958997.4,1142769929
24,10.88,118.3744,1287.913472,14012.49858,152455.9845,1658721.111,18046885.69,196350116.3,2136289266,23242827210
25.1,9.54,91.0116,868.250664,8283.111335,79020.88213,753859.2155,7191816.916,68609933.38,654538764.5,6244299813
31.5,4.73,22.3729,105.823817,500.5466544,2367.585675,11198.68024,52969.75756,250546.9532,1185087.089,5605461.93
23.7,6.36,40.4496,257.259456,1636.17014,10406.04209,66182.4277,420920.2402,2677052.728,17026055.35,108285712
23.3,7.37,54.3169,400.315553,2950.325626,21743.89986,160252.542,1181061.234,8704421.297,64151584.96,472797181.2
22,11.38,129.5044,1473.760072,16771.38962,190858.4139,2171968.75,24717004.37,281279509.8,3200960821,36426934144
20.1,12.4,153.76,1906.624,23642.1376,293162.5062,3635215.077,45076666.96,558950670.3,6930988312,85944255065
22.2,11.22,125.8884,1412.467848,15847.88925,177813.3174,1995065.422,22384634.03,251155593.8,2817965763,31617575858
23.7,5.19,26.9361,139.798359,725.5534832,3765.622578,19543.58118,101431.1863,526427.857,2732160.578,14179913.4
17.6,12.5,156.25,1953.125,24414.0625,305175.7813,3814697.266,47683715.82,596046447.8,7450580597,93132257462
18.5,18.46,340.7716,6290.643736,116125.2834,2143672.731,39572198.61,730502786.4,13485081437,2.48935E+11,4.59533E+12
24.3,9.16,83.9056,768.575296,7040.149711,64487.77136,590707.9856,5410885.148,49563707.96,454003564.9,4158672654
20.5,10.15,103.0225,1045.678375,10613.63551,107728.4004,1093443.264,11098449.13,112649258.7,1143389975,11605408250
24.5,9.52,90.6304,862.801408,8213.869404,78196.03673,744426.2696,7086938.087,67467650.59,642292033.6,6114620160
26.2,6.56,43.0336,282.300416,1851.890729,12148.40318,79693.52487,522789.5232,3429499.272,22497515.22,147583699.9
24.4,5.9,34.81,205.379,1211.7361,7149.24299,42180.53364,248865.1485,1468304.376,8662995.819,51111675.33
24.8,3.59,12.8881,46.268279,166.1031216,596.3102066,2140.753642,7685.305573,27590.24701,99048.98676,355585.8625
29.6,3.53,12.4609,43.986977,155.2740288,548.1173217,1934.854146,6830.035134,24110.02402,85108.3848,300432.5983
42.8,3.54,12.5316,44.361864,157.0409986,555.9251349,1967.974978,6966.631421,24661.87523,87303.03831,309052.7556
21.9,6.57,43.1649,283.593393,1863.208592,12241.28045,80425.21255,528393.6465,3471546.257,22808058.91,149848947
20.9,9.25,85.5625,791.453125,7320.941406,67718.70801,626398.0491,5794181.954,53596183.07,495764693.4,4585823414
44,3.11,9.6721,30.080231,93.54951841,290.9390023,904.820297,2813.991124,8751.512395,27217.20355,84645.50303
50,5.12,26.2144,134.217728,687.1947674,3518.437209,18014.39851,92233.72037,472236.6483,2417851.639,12379400.39
36,7.79,60.6841,472.729139,3682.559993,28687.14234,223472.8389,1740853.415,13561248.1,105642122.7,822952135.9
30.1,6.9,47.61,328.509,2266.7121,15640.31349,107918.1631,744635.3253,5137983.744,35452087.84,244619406.1
33.8,9.59,91.9681,881.974079,8458.131418,81113.48029,777878.276,7459852.667,71539987.08,686068476.1,6579396686
43.1,7.26,52.7076,382.657176,2778.091098,20168.94137,146426.5143,1063056.494,7717790.147,56031156.47,406786196
48.8,5.91,34.9281,206.425071,1219.97217,7210.035522,42611.30994,251832.8417,1488332.095,8796042.679,51984612.23
31,11.25,126.5625,1423.828125,16018.06641,180203.2471,2027286.53,22806973.46,256578451.4,2886507578,32473210255
36.5,8.1,65.61,531.441,4304.6721,34867.84401,282429.5365,2287679.245,18530201.89,150094635.3,1215766546
22.8,10.45,109.2025,1141.166125,11925.18601,124618.1938,1302260.125,13608618.3,142210061.3,1486095140,15529694217
30.7,14.79,218.7441,3235.225239,47848.98128,707686.4332,10466682.35,154802231.9,2289525010,33862074898,5.0082E+11
50,7.44,55.3536,411.830784,3064.021033,22796.31649,169604.5947,1261858.184,9388224.89,69848393.18,519672045.3
43.5,3.16,9.9856,31.554496,99.71220736,315.0905753,995.6862178,3146.368448,9942.524297,31418.37678,99282.07062
20.7,13.65,186.3225,2543.302125,34716.07401,473874.4102,6468385.699,88293464.79,1205205794,16451059094,2.24557E+11
21.1,13,169,2197,28561,371293,4826809,62748517,815730721,10604499373,1.37858E+11
25.2,6.59,43.4281,286.191179,1885.99987,12428.73914,81905.39094,539756.5263,3556995.508,23440600.4,154473556.6
24.4,7.73,59.7529,461.889917,3570.409058,27599.26202,213342.2954,1649135.944,12747820.84,98540655.13,761719264.1
35.2,6.58,43.2964,284.890312,1874.578253,12334.7249,81162.48987,534049.1834,3514043.626,23122407.06,152145438.5
32.4,3.53,12.4609,43.986977,155.2740288,548.1173217,1934.854146,6830.035134,24110.02402,85108.3848,300432.5983
32,2.98,8.8804,26.463592,78.86150416,235.0072824,700.3217015,2086.958671,6219.136838,18533.02778,55228.42278
33.2,6.05,36.6025,221.445125,1339.743006,8105.445188,49037.94339,296679.5575,1794911.323,10859213.5,65698241.69
33.1,4.16,17.3056,71.991296,299.4837914,1245.852572,5182.7467,21560.22627,89690.54129,373112.6518,1552148.631
29.1,7.19,51.6961,371.694959,2672.486755,19215.17977,138157.1425,993349.8549,7142185.457,51352313.43,369223133.6
35.1,4.85,23.5225,114.084125,553.3080063,2683.54383,13015.18758,63123.65975,306149.7498,1484826.286,7201407.489
45.4,3.76,14.1376,53.157376,199.8717338,751.5177189,2825.706623,10624.6569,39948.70996,150207.1494,564778.8819
35.4,4.59,21.0681,96.702579,443.8648376,2037.339605,9351.388785,42922.87452,197015.9941,904303.4128,4150752.665
46,3.01,9.0601,27.270901,82.08541201,247.0770902,743.7020414,2238.543144,6738.014865,20281.42474,61047.08848
50,3.16,9.9856,31.554496,99.71220736,315.0905753,995.6862178,3146.368448,9942.524297,31418.37678,99282.07062
32.2,7.85,61.6225,483.736625,3797.332506,29809.06017,234001.1224,1836908.811,14419734.16,113194913.2,888580068.5
22,8.23,67.7329,557.441767,4587.745742,37757.14746,310741.3236,2557401.093,21047411,173220192.5,1425602184
20.1,12.93,167.1849,2161.700757,27950.79079,361403.7249,4672950.163,60421245.61,781246705.7,10101519904,1.30613E+11
23.2,7.14,50.9796,363.994344,2598.919616,18556.28606,132491.8825,945992.0408,6754383.171,48226295.84,344335752.3
22.3,7.6,57.76,438.976,3336.2176,25355.25376,192699.9286,1464519.457,11130347.87,84590643.85,642888893.2
24.8,9.51,90.4401,860.085351,8179.411688,77786.20515,739746.811,7034992.173,66902775.56,636245395.6,6050693712
28.5,3.33,11.0889,36.926037,122.9637032,409.4691317,1363.532209,4540.562254,15120.07231,50349.84078,167664.9698
37.3,3.56,12.6736,45.118016,160.620137,571.8076876,2035.635368,7246.861909,25798.8284,91843.82909,326964.0316
27.9,4.7,22.09,103.823,487.9681,2293.45007,10779.21533,50662.31205,238112.8666,1119130.473,5259913.224
23.9,8.58,73.6164,631.628712,5419.374349,46498.23191,398954.8298,3423032.44,29369618.33,251991325.3,2162085571
21.7,10.4,108.16,1124.864,11698.5856,121665.2902,1265319.018,13159317.79,136856905,1423311812,14802442849
28.6,6.27,39.3129,246.491883,1545.504106,9690.310747,60758.24838,380954.2174,2388582.943,14976415.05,93902122.38
27.1,7.39,54.6121,403.583419,2982.481466,22040.53804,162879.5761,1203680.067,8895195.697,65735496.2,485785317
20.3,15.84,250.9056,3974.344704,62953.62011,997185.3426,15795415.83,250199386.7,3963158285,62776427236,9.94379E+11
22.5,4.97,24.7009,122.763473,610.1344608,3032.36827,15070.8703,74902.22541,372264.0603,1850152.38,9195257.326
29,4.74,22.4676,106.496424,504.7930498,2392.719056,11341.48832,53758.65466,254816.0231,1207827.949,5725104.48
24.8,6.07,36.8449,223.648543,1357.546656,8240.308202,50018.67079,303613.3317,1842932.923,11186602.84,67902679.26
22,9.5,90.25,857.375,8145.0625,77378.09375,735091.8906,6983372.961,66342043.13,630249409.7,5987369392
26.4,8.67,75.1689,651.714363,5650.363527,48988.65178,424731.6109,3682423.067,31926607.99,276803691.3,2399888003
33.1,4.86,23.6196,114.791256,557.8855042,2711.32355,13177.03245,64040.37773,311236.2358,1512608.106,7351275.394
36.1,6.93,48.0249,332.812557,2306.39102,15983.28977,110764.1981,767595.8928,5319439.537,36863715.99,255465551.8
28.4,8.93,79.7449,712.121957,6359.249076,56788.09425,507117.6816,4528560.897,40440048.81,361129635.9,3224887648
33.4,6.47,41.8609,270.840023,1752.334949,11337.60712,73354.31806,474602.4378,3070677.773,19867285.19,128541335.2
28.2,7.53,56.7009,426.957777,3214.992061,24208.89022,182292.9433,1372665.863,10336173.95,77831389.85,586070365.6
22.8,4.54,20.6116,93.576664,424.8380546,1928.764768,8756.592045,39754.92789,180487.3726,819412.6716,3720133.529
20.3,9.97,99.4009,991.026973,9880.538921,98508.97304,982134.4612,9791880.578,97625049.37,973321742.2,9704017769
16.1,12.64,159.7696,2019.487744,25526.32508,322652.7491,4078330.748,51550100.66,651593272.3,8236138962,1.04105E+11
22.1,5.98,35.7604,213.847192,1278.806208,7647.261125,45730.62153,273469.1167,1635345.318,9779365.002,58480602.71
19.4,11.72,137.3584,1609.840448,18867.33005,221125.1082,2591586.268,30373391.06,355976143.2,4172040399,48896313473
21.6,7.9,62.41,493.039,3895.0081,30770.56399,243087.4555,1920390.899,15171088.1,119851596,946827608.3
23.8,9.28,86.1184,799.178752,7416.378819,68823.99544,638686.6776,5927012.369,55002674.78,510424822,4736742348
16.2,11.5,132.25,1520.875,17490.0625,201135.7188,2313060.766,26600198.8,305902286.3,3517876292,40455577357
17.8,18.33,335.9889,6158.676537,112888.5409,2069246.955,37929296.69,695244008.3,12743822672,2.33594E+11,4.28178E+12
19.8,15.94,254.0836,4050.092584,64558.47579,1029062.104,16403249.94,261467804,4167796796,66434680931,1.05897E+12
23.1,10.36,107.3296,1111.934656,11519.64304,119343.5019,1236398.679,12809090.32,132702175.7,1374794540,14242871435
21,12.73,162.0529,2062.933417,26261.1424,334304.3427,4255694.283,54174988.22,689647600.1,8779213949,1.11759E+11
23.8,7.2,51.84,373.248,2687.3856,19349.17632,139314.0695,1003061.3,7222041.363,51998697.81,374390624.3
23.1,6.87,47.1969,324.242703,2227.54737,15303.25043,105133.3304,722265.9802,4961967.284,34088715.24,234189473.7
20.4,7.7,59.29,456.533,3515.3041,27067.84157,208422.3801,1604852.327,12357362.92,95151694.45,732668047.3
18.5,11.74,137.8276,1618.096024,18996.44732,223018.2916,2618234.743,30738075.88,360865010.8,4236555227,49737158369
25,6.12,37.4544,229.220928,1402.832079,8585.332326,52542.23383,321558.4711,1967937.843,12043779.6,73707931.14
24.6,5.08,25.8064,131.096512,665.970281,3383.129027,17186.29546,87306.38093,443516.4151,2253063.389,11445562.02
23,6.15,37.8225,232.608375,1430.541506,8797.830263,54106.65612,332755.9351,2046449.001,12585661.36,77401817.34
22.2,12.79,163.5841,2092.240639,26759.75777,342257.3019,4377470.891,55987852.7,716084636.1,9158722495,1.1714E+11
19.3,9.97,99.4009,991.026973,9880.538921,98508.97304,982134.4612,9791880.578,97625049.37,973321742.2,9704017769
22.6,7.34,53.8756,395.446904,2902.580275,21304.93922,156378.2539,1147816.384,8424972.255,61839296.35,453900435.2
19.8,9.09,82.6281,751.089429,6827.40291,62061.09245,564135.3304,5127990.153,46613430.49,423716083.2,3851579196
17.1,12.43,154.5049,1920.495907,23871.76412,296726.0281,3688304.529,45845625.29,569861122.4,7083373751,88046335729
19.4,7.83,61.3089,480.048687,3758.781219,29431.25695,230446.7419,1804397.989,14128436.25,110625655.9,866198885.4
22.2,5.68,32.2624,183.250432,1040.862454,5912.098737,33580.72083,190738.4943,1083394.648,6153681.599,34952911.48
20.7,6.75,45.5625,307.546875,2075.941406,14012.60449,94585.08032,638449.2922,4309532.722,29089345.87,196353084.7
21.1,8.01,64.1601,513.922401,4116.518432,32973.31264,264116.2342,2115571.036,16945724,135735249.2,1087239346
19.5,9.8,96.04,941.192,9223.6816,90392.07968,885842.3809,8681255.332,85076302.26,833747762.1,8170728069
18.5,10.56,111.5136,1177.583616,12435.28298,131316.5883,1386703.173,14643585.5,154636262.9,1632958936,17244046368
20.6,8.51,72.4201,616.295051,5244.670884,44632.14922,379819.5899,3232264.71,27506572.68,234080933.5,1992028744
19,9.74,94.8676,924.010424,8999.86153,87658.6513,853795.2637,8315965.868,80997507.55,788915723.6,7684039148
18.7,9.29,86.3041,801.765089,7448.397677,69195.61442,642827.2579,5971865.226,55478627.95,515396453.7,4788033055
32.7,5.49,30.1401,165.469149,908.425628,4987.256698,27380.03927,150316.4156,825237.1216,4530551.798,24872729.37
16.5,8.65,74.8225,647.214625,5598.406506,48426.21628,418886.7708,3623370.568,31342155.41,271109644.3,2345098423
23.9,7.18,51.5524,370.146232,2657.649946,19081.92661,137008.2331,983719.1134,7063103.234,50713081.22,364119923.2
31.2,4.61,21.2521,97.972181,451.6517544,2082.114588,9598.54825,44249.30743,203989.3073,940390.7065,4335201.157
17.5,10.53,110.8809,1167.575877,12294.57398,129461.8641,1363233.429,14354848,151156549.5,1591678466,16760374246
17.2,12.67,160.5289,2033.901163,25769.52774,326499.9164,4136753.941,52412672.43,664068559.7,8413748651,1.06602E+11
23.1,6.36,40.4496,257.259456,1636.17014,10406.04209,66182.4277,420920.2402,2677052.728,17026055.35,108285712
24.5,5.99,35.8801,214.921799,1287.381576,7711.41564,46191.37969,276686.3643,1657351.322,9927534.42,59465931.18
26.6,5.89,34.6921,204.336469,1203.541802,7088.861216,41753.39256,245927.4822,1448512.87,8531740.805,50251953.34
22.9,5.98,35.7604,213.847192,1278.806208,7647.261125,45730.62153,273469.1167,1635345.318,9779365.002,58480602.71
24.1,5.49,30.1401,165.469149,908.425628,4987.256698,27380.03927,150316.4156,825237.1216,4530551.798,24872729.37
18.6,7.79,60.6841,472.729139,3682.559993,28687.14234,223472.8389,1740853.415,13561248.1,105642122.7,822952135.9
30.1,4.5,20.25,91.125,410.0625,1845.28125,8303.765625,37366.94531,168151.2539,756680.6426,3405062.892
18.2,8.05,64.8025,521.660125,4199.364006,33804.88025,272129.286,2190640.752,17634658.06,141958997.4,1142769929
20.6,5.57,31.0249,172.808693,962.54442,5361.372419,29862.84438,166336.0432,926491.7605,5160559.106,28744314.22
17.8,17.6,309.76,5451.776,95951.2576,1688742.134,29721861.55,523104763.4,9206643835,1.62037E+11,2.85185E+12
21.7,13.27,176.0929,2336.752783,31008.70943,411485.5741,5460413.569,72459688.06,961540060.5,12759636603,1.6932E+11
22.7,11.48,131.7904,1512.953792,17368.70953,199392.7854,2289029.177,26278054.95,301672070.8,3463195373,39757482881
22.6,12.67,160.5289,2033.901163,25769.52774,326499.9164,4136753.941,52412672.43,664068559.7,8413748651,1.06602E+11
25,7.79,60.6841,472.729139,3682.559993,28687.14234,223472.8389,1740853.415,13561248.1,105642122.7,822952135.9
19.9,14.19,201.3561,2857.243059,40544.27901,575323.3191,8163837.898,115844859.8,1643838560,23326069169,3.30997E+11
20.8,10.19,103.8361,1058.089859,10781.93566,109867.9244,1119554.15,11408256.79,116250136.6,1184588892,12070960814
16.8,14.64,214.3296,3137.785344,45937.17744,672520.2777,9845696.865,144141002.1,2110224271,30893683325,4.52284E+11
21.9,5.29,27.9841,148.035889,783.1098528,4142.651121,21914.62443,115928.3632,613261.0416,3244150.91,17161558.31
27.5,7.12,50.6944,360.944128,2569.922191,18297.846,130280.6635,927598.3244,6604500.07,47024040.5,334811168.3
21.9,14,196,2744,38416,537824,7529536,105413504,1475789056,20661046784,2.89255E+11
23.1,13.33,177.6889,2368.593037,31573.34518,420872.6913,5610232.975,74784405.56,996876126.1,13288358760,1.77134E+11
50,3.26,10.6276,34.645976,112.9458818,368.2035745,1200.343653,3913.120309,12756.77221,41587.07739,135573.8723
50,3.73,13.9129,51.895117,193.5687864,722.0115733,2693.103168,10045.27482,37468.87507,139758.904,521300.712
50,2.96,8.7616,25.934336,76.76563456,227.2262783,672.5897838,1990.86576,5892.962649,17443.16944,51631.78155
50,9.53,90.8209,865.523177,8248.435877,78607.59391,749130.3699,7139212.425,68036694.41,648389697.8,6179153820
50,8.88,78.8544,700.227072,6218.016399,55215.98563,490317.9524,4354023.417,38663727.94,343333904.1,3048805069
13.8,34.77,1208.9529,42035.29233,1461567.114,50818688.57,1766965802,61437400919,2.13618E+12,7.42749E+13,2.58254E+15
13.8,37.97,1441.7209,54742.14257,2078559.153,78922891.06,2996702173,1.13785E+11,4.32041E+12,1.64046E+14,6.22882E+15
15,13.44,180.6336,2427.715584,32628.49745,438527.0057,5893802.957,79212711.74,1064618846,14308477287,1.92306E+11
13.9,23.24,540.0976,12551.86822,291705.4175,6779233.903,157549395.9,3661447961,85092050614,1.97754E+12,4.5958E+13
13.3,21.24,451.1376,9582.162624,203525.1341,4322873.849,91817840.55,1950210933,41422480224,8.79813E+11,1.86872E+13
13.1,23.69,561.2161,13295.20941,314963.5109,7461485.573,176762593.2,4187505834,99202013198,2.3501E+12,5.56738E+13
10.2,21.78,474.3684,10331.74375,225025.3789,4901052.753,106744929,2324904553,50636421157,1.10286E+12,2.40203E+13
10.4,17.21,296.1841,5097.328361,87725.02109,1509747.613,25982756.42,447163238,7695679326,1.32443E+11,2.27934E+12
10.9,21.08,444.3664,9367.243712,197461.4974,4162488.366,87745254.76,1849669970,38991042975,8.21931E+11,1.73263E+13
11.3,23.6,556.96,13144.256,310204.4416,7320824.822,172771465.8,4077406593,96226795588,2.27095E+12,5.35945E+13
12.3,24.56,603.1936,14814.43482,363842.5191,8935972.269,219467478.9,5390121282,1.32381E+11,3.25129E+12,7.98516E+13
8.8,30.63,938.1969,28736.97105,880213.4232,26960937.15,825813505,25294667657,7.74776E+11,2.37314E+13,7.26892E+14
7.2,30.81,949.2561,29246.58044,901087.1434,27762494.89,855362467.5,26353717623,8.11958E+11,2.50164E+13,7.70756E+14
10.5,28.28,799.7584,22617.16755,639613.4984,18088269.73,511536268.1,14466245661,4.09105E+11,1.15695E+13,3.27186E+14
7.4,31.99,1023.3601,32737.2896,1047265.894,33502035.96,1071730130,34284646868,1.09677E+12,3.50855E+13,1.12239E+15
10.2,30.62,937.5844,28708.83433,879064.5071,26916955.21,824197168.5,25236917299,7.72754E+11,2.36617E+13,7.24522E+14
11.5,20.85,434.7225,9063.964125,188983.652,3940309.144,82155445.66,1712941042,35714820726,7.44654E+11,1.5526E+13
15.1,17.11,292.7521,5008.988431,85703.79205,1466391.882,25089965.1,429289302.9,7345139973,1.25675E+11,2.15031E+12
23.2,18.76,351.9376,6602.349376,123860.0743,2323614.994,43591017.28,817767484.2,15341318004,2.87803E+11,5.39919E+12
9.7,25.68,659.4624,16934.99443,434890.657,11167992.07,286794036.4,7364870855,1.8913E+11,4.85686E+12,1.24724E+14
13.8,15.17,230.1289,3491.055413,52959.31062,803392.742,12187467.9,184883888,2804688581,42547125771,6.4544E+11
12.7,16.35,267.3225,4370.722875,71461.31901,1168392.566,19103218.45,312337621.7,5106720114,83494873866,1.36514E+12
13.1,17.12,293.0944,5017.776128,85904.32731,1470682.084,25178077.27,431048682.9,7379553451,1.26338E+11,2.16291E+12
12.5,19.37,375.1969,7267.563953,140772.7138,2726767.466,52817485.81,1023074700,19816956942,3.83854E+11,7.43526E+12
8.5,19.92,396.8064,7904.383488,157455.3191,3136509.956,62479278.33,1244587224,24792177507,4.9386E+11,9.83769E+12
5,30.59,935.7481,28624.53438,875624.5067,26785353.66,819363968.4,25064343794,7.66718E+11,2.34539E+13,7.17455E+14
6.3,29.97,898.2009,26919.08097,806764.8568,24178742.76,724636920.4,21717368505,6.5087E+11,1.95066E+13,5.84612E+14
5.6,26.77,716.6329,19184.26273,513562.7134,13748073.84,368035936.6,9852322023,2.63747E+11,7.0605E+12,1.8901E+14
7.2,20.32,412.9024,8390.176768,170488.3919,3464324.124,70395066.2,1430427745,29066291781,5.90627E+11,1.20015E+13
12.1,20.31,412.4961,8377.795791,170153.0325,3455808.09,70187462.32,1425507360,28952054474,5.88016E+11,1.19426E+13
8.3,19.77,390.8529,7727.161833,152765.9894,3020183.611,59709029.99,1180447523,23337447529,4.61381E+11,9.12151E+12
8.5,27.38,749.6644,20525.81127,561996.7126,15387469.99,421308928.4,11535438459,3.1584E+11,8.64771E+12,2.36774E+14
5,22.98,528.0804,12135.28759,278868.9089,6408407.526,147265204.9,3384154410,77767868331,1.78711E+12,4.10677E+13
11.9,23.34,544.7556,12714.5957,296758.6637,6926347.211,161660943.9,3773166431,88065704500,2.05545E+12,4.79743E+13
27.9,12.13,147.1369,1784.770597,21649.26734,262605.6129,3185406.084,38638975.8,468690776.4,5685219118,68961707902
17.2,26.4,696.96,18399.744,485753.2416,12823885.58,338550579.3,8937735293,2.35956E+11,6.22924E+12,1.64452E+14
27.5,19.78,391.2484,7738.893352,153075.3105,3027829.642,59890470.31,1184633503,23432050685,4.63486E+11,9.16775E+12
15,10.11,102.2121,1033.364331,10447.31339,105622.3383,1067841.841,10795881.01,109146357,1103469669,11156078356
17.2,21.22,450.2884,9555.119848,202759.6432,4302559.628,91300315.31,1937392691,41111472900,8.72385E+11,1.8512E+13
17.9,34.37,1181.2969,40601.17445,1395462.366,47962041.52,1648455367,56657410963,1.94732E+12,6.69292E+13,2.30036E+15
16.3,20.08,403.2064,8096.384512,162575.401,3264514.052,65551442.17,1316272959,26430761011,5.3073E+11,1.06571E+13
7,36.98,1367.5204,50570.90439,1870112.044,69156743.4,2557416371,94573257400,3.49732E+12,1.29331E+14,4.78266E+15
7.2,29.05,843.9025,24515.36763,712171.4295,20688580.03,601003249.8,17459144406,5.07188E+11,1.47338E+13,4.28017E+14
7.5,25.79,665.1241,17153.55054,442390.0684,11409239.86,294244296.1,7588560396,1.95709E+11,5.04733E+12,1.30171E+14
10.4,26.64,709.6896,18906.13094,503659.3283,13417484.51,357441787.3,9522249213,2.53673E+11,6.75784E+12,1.80029E+14
8.8,20.62,425.1844,8767.302328,180781.774,3727720.18,76865590.11,1584968468,32682049812,6.73904E+11,1.38959E+13
8.4,22.74,517.1076,11759.02682,267400.27,6080682.139,138274711.8,3144366947,71502904384,1.62598E+12,3.69747E+13
16.7,15.02,225.6004,3388.518008,50895.54048,764451.018,11482054.29,172460455.4,2590356041,38907147732,5.84385E+11
14.2,15.7,246.49,3869.893,60757.3201,953889.9256,14976071.83,235124327.8,3691451946,57955795548,9.09906E+11
20.8,14.1,198.81,2803.221,39525.4161,557308.367,7858047.975,110798476.4,1562258518,22027845102,3.10593E+11
13.4,23.29,542.4241,12633.05729,294223.9043,6852474.73,159594136.5,3716947438,86567705838,2.01616E+12,4.69564E+13
11.7,17.16,294.4656,5053.029696,86709.98958,1487943.421,25533109.11,438148152.3,7518622294,1.2902E+11,2.21398E+12
8.3,24.39,594.8721,14508.93052,353872.8154,8630957.967,210509064.8,5134316091,1.25226E+11,3.05426E+12,7.44934E+13
10.2,15.69,246.1761,3862.503009,60602.67221,950855.927,14918929.49,234078003.8,3672683879,57624410064,9.04127E+11
10.9,14.52,210.8304,3061.257408,44449.45756,645406.1238,9371296.918,136071231.2,1975754278,28687952113,4.16549E+11
11,21.52,463.1104,9966.135808,214471.2426,4615421.14,99323862.94,2137449531,45997913897,9.89875E+11,2.13021E+13
9.5,24.08,579.8464,13962.70131,336221.8476,8096222.09,194957027.9,4694565233,1.13045E+11,2.72213E+12,6.55488E+13
14.5,17.64,311.1696,5489.031744,96826.51996,1708019.812,30129469.49,531483841.7,9375374968,1.65382E+11,2.91733E+12
14.1,19.69,387.6961,7633.736209,150308.266,2959569.757,58273928.51,1147413652,22592574814,4.44848E+11,8.75905E+12
16.1,12.03,144.7209,1740.992427,20944.1389,251957.9909,3031054.631,36463587.21,438656954.1,5277043158,63482829193
14.3,16.22,263.0884,4267.293848,69215.50621,1122675.511,18209796.79,295362903.9,4790786301,77706553795,1.2604E+12
11.7,15.17,230.1289,3491.055413,52959.31062,803392.742,12187467.9,184883888,2804688581,42547125771,6.4544E+11
13.4,23.27,541.4929,12600.53978,293214.5608,6823102.829,158773602.8,3694661738,85974778636,2.00063E+12,4.65547E+13
9.6,18.05,325.8025,5880.735125,106147.269,1915958.206,34583045.61,624223973.3,11267242717,2.03374E+11,3.6709E+12
8.7,26.45,699.6025,18504.48613,489443.658,12945784.75,342416006.8,9056903379,2.39555E+11,6.33623E+12,1.67593E+14
8.4,34.02,1157.3604,39373.40081,1339483.095,45569214.91,1550264691,52740004794,1.79421E+12,6.10392E+13,2.07655E+15
12.8,22.88,523.4944,11977.55187,274046.3868,6270181.331,143461748.8,3282404814,75101422135,1.71832E+12,3.93152E+13
10.5,22.11,488.8521,10808.51993,238976.3757,5283767.666,116824103.1,2582980920,57109708130,1.2627E+12,2.79182E+13
17.1,19.52,381.0304,7437.713408,145184.1657,2833994.915,55319580.74,1079838216,21078441977,4.11451E+11,8.03153E+12
18.4,16.59,275.2281,4566.034179,75750.50703,1256700.912,20848668.12,345879404.2,5738139315,95195731240,1.5793E+12
15.4,18.85,355.3225,6697.829125,126254.079,2379889.389,44860914.99,845628247.5,15940092466,3.00471E+11,5.66387E+12
10.8,23.79,565.9641,13464.28594,320315.3625,7620302.474,181286995.8,4312817631,1.02602E+11,2.4409E+12,5.8069E+13
11.8,23.98,575.0404,13789.46879,330671.4616,7929501.65,190149449.6,4559783801,1.09344E+11,2.62206E+12,6.2877E+13
14.9,17.79,316.4841,5630.252139,100162.1856,1781885.281,31699739.15,563938359.5,10032463415,1.78478E+11,3.17512E+12
12.6,16.44,270.2736,4443.297984,73047.81886,1200906.142,19742896.97,324573226.3,5335983840,87723574326,1.44218E+12
14.1,18.13,328.6969,5959.274797,108041.6521,1958795.152,35512956.11,643849894.2,11672998582,2.11631E+11,3.83688E+12
13,19.31,372.8761,7200.237491,139036.586,2684796.475,51843419.93,1001096439,19331172233,3.73285E+11,7.20813E+12
13.4,17.44,304.1536,5304.438784,92509.41239,1613364.152,28137070.81,490710515,8557991381,1.49251E+11,2.60294E+12
15.2,17.73,314.3529,5573.476917,98817.74574,1752038.632,31063644.94,550758424.9,9764946873,1.73133E+11,3.06964E+12
16.1,17.27,298.2529,5150.827583,88954.79236,1536249.264,26531024.79,458190798.1,7912955084,1.36657E+11,2.36006E+12
17.8,16.74,280.2276,4691.010024,78527.5078,1314550.481,22005575.05,368373326.3,6166569482,1.03228E+11,1.72804E+12
14.9,18.71,350.0641,6549.699311,122544.8741,2292814.595,42898561.06,802632077.5,15017246170,2.80973E+11,5.257E+12
14.1,18.13,328.6969,5959.274797,108041.6521,1958795.152,35512956.11,643849894.2,11672998582,2.11631E+11,3.83688E+12
12.7,19.01,361.3801,6869.835701,130595.5767,2482621.913,47194642.56,897170155,17055204647,3.24219E+11,6.16341E+12
13.5,16.94,286.9636,4861.163384,82348.10772,1394976.945,23630909.45,400307606,6781210846,1.14874E+11,1.94596E+12
14.9,16.23,263.4129,4275.191367,69386.35589,1126140.556,18277261.22,296639949.7,4814466383,78138789399,1.26819E+12
20,14.7,216.09,3176.523,46694.8881,686414.8551,10090298.37,148327386,2180412575,32052064848,4.71165E+11
16.4,16.42,269.6164,4427.101288,72693.00315,1193619.112,19599225.81,321819287.9,5284272707,86767757846,1.42473E+12
