BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,sale_year,sale_month
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11238,2,1,3,1600.0,3600.0,1920,1,S2,1400000.0,2017-05-18,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11216,2,0,2,2288.0,4000.0,1915,1,B3,2100000.0,2016-12-09,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11213,2,0,2,1597.0,2535.0,1901,1,B3,1300000.0,2017-02-02,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2143.0,3380.0,1901,1,B9,40000.0,2017-04-04,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2143.0,3380.0,1901,1,B9,205000.0,2017-01-26,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11216,2,0,2,2570.0,2220.0,1901,1,B3,1650000.0,2017-04-06,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11216,2,0,2,2142.0,2960.0,1901,1,B3,587000.0,2017-08-02,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11213,2,0,2,2000.0,2500.0,1915,1,B3,550000.0,2017-03-08,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2000.0,2500.0,1915,1,B9,690000.0,2017-07-18,2017,7
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1833.0,1952.0,1920,1,B1,1900000.0,2016-12-14,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11213,2,0,2,2200.0,4008.0,1901,1,B3,2200000.0,2017-05-18,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,2250.0,5774.0,1925,1,B1,2000000.0,2017-04-26,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2000.0,3260.0,1901,1,B9,1400000.0,2016-10-28,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1327.0,2016.0,1901,1,B1,950000.0,2017-06-01,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,3000.0,3414.0,1901,1,B9,903700.0,2017-08-18,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,3000.0,2844.0,1901,1,B9,1872000.0,2017-04-20,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2884.0,3290.0,1901,1,B9,1350000.0,2017-04-18,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,2000.0,2976.0,1899,1,B9,1700000.0,2017-06-16,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,2000.0,2976.0,1899,1,B9,1100000.0,2016-10-27,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B2,11216,2,0,2,1800.0,2538.0,1903,1,B2,1100000.0,2017-08-03,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1900.0,3320.0,1915,1,B9,850000.0,2017-06-30,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,2445.0,2660.0,1899,1,B1,1725000.0,2017-03-21,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,2445.0,2660.0,1899,1,B1,1300000.0,2016-10-13,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,2445.0,2680.0,1899,1,B1,1700000.0,2016-11-04,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2405.0,3280.0,1910,1,B9,1375000.0,2016-10-28,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2512.0,2990.0,1901,1,B9,525000.0,2017-06-30,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,1600.0,2544.0,1901,1,B9,2040000.0,2017-08-02,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11216,2,1,3,2374.0,4088.0,1910,1,S2,1680000.0,2017-07-19,2017,7
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,2555.0,3375.0,1910,1,B1,1795000.0,2017-03-28,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11216,2,1,3,2231.0,4530.0,1905,1,S2,1500000.0,2017-03-09,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B3,11216,2,0,2,1890.0,3294.0,1905,1,B3,1750000.0,2016-10-06,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2371.0,2348.0,1915,1,B9,850000.0,2017-05-10,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2000.0,2880.0,1901,1,B9,755000.0,2016-12-22,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2200.0,2096.0,1901,1,B9,999900.0,2017-03-29,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,2000.0,3120.0,1899,1,B9,1712500.0,2017-06-02,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,1850.0,2904.0,1899,1,B9,1150000.0,2017-05-03,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11216,2,0,2,1600.0,2040.0,1901,1,B1,700000.0,2017-08-21,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,1550.0,2748.0,1910,1,B9,1100000.0,2017-02-21,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11216,2,0,2,1700.0,2592.0,1901,1,B9,1700000.0,2016-12-15,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1840.0,3288.0,1910,1,B9,1540000.0,2016-12-30,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11225,2,1,3,2000.0,3300.0,1920,1,S2,765000.0,2016-11-16,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2320.0,2088.0,1899,1,B9,845000.0,2016-11-30,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11225,2,0,2,2832.0,2656.0,1901,1,B9,1540000.0,2016-12-13,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11225,2,0,2,2832.0,2656.0,1901,1,B9,1050000.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,3373.0,3036.0,1920,1,B9,1525000.0,2017-01-18,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2670.0,4176.0,1910,1,B1,1750000.0,2017-01-26,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2650.0,4176.0,1910,1,B1,1675000.0,2017-03-22,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2630.0,4032.0,1910,1,B1,1600000.0,2016-09-27,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,3833.0,5416.0,1935,1,B1,1300000.0,2016-12-15,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2811.0,2920.0,1910,1,B9,1070500.0,2017-07-27,2017,7
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,3194.0,2400.0,1925,1,B1,1250000.0,2016-09-23,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,5110.0,3360.0,1925,1,B1,2270000.0,2016-12-15,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2500.0,2480.0,1925,1,B1,356000.0,2017-06-01,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2417.0,2400.0,1925,1,B1,560000.0,2016-11-16,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2497.0,2480.0,1925,1,B1,905000.0,2017-04-26,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2450.0,2424.0,1920,1,B1,999999.0,2017-06-26,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,2450.0,2424.0,1920,1,B1,1020000.0,2017-06-27,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11225,2,1,3,2842.0,5610.0,1920,1,S2,2200000.0,2017-04-20,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11225,2,0,2,3120.0,4788.0,1935,1,B9,1400000.0,2017-05-23,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11225,2,0,2,3015.0,2922.0,1920,1,B1,964000.0,2017-02-21,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1313.0,1897.0,1905,1,B9,660000.0,2017-03-23,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1667.0,1848.0,1905,1,B9,560000.0,2017-01-04,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1667.0,1848.0,1905,1,B9,11750.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1667.0,1848.0,1905,1,B9,45081.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1667.0,1848.0,1905,1,B9,22460.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1667.0,1848.0,1905,1,B9,24600.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1800.0,2640.0,1910,1,B9,800000.0,2016-09-20,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1633.0,2003.0,1905,1,B9,879500.0,2016-09-16,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,3050.0,1600.0,1923,1,B9,850000.0,2017-04-28,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11233,2,0,2,1600.0,2256.0,2004,1,B1,650001.0,2017-06-09,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11233,2,0,2,1667.0,2598.0,2006,1,B1,960000.0,2017-01-13,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11233,2,0,2,1667.0,3464.0,2005,1,B1,950000.0,2017-05-25,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1786.0,3099.0,1910,1,B9,1655000.0,2016-12-14,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,3117.0,1600.0,1920,1,B9,575000.0,2016-12-27,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11233,2,0,2,1831.0,1458.0,1920,1,B9,599000.0,2016-09-16,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11233,2,1,3,1770.0,4400.0,1920,1,S2,1845000.0,2016-12-01,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B2,11213,2,0,2,2300.0,2300.0,2004,1,B2,365000.0,2016-09-27,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2300.0,2300.0,1900,1,B1,675000.0,2017-02-27,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11233,2,0,2,3091.0,654.0,1901,1,B9,13870.0,2017-03-29,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2172.0,2261.0,2006,1,B1,450000.0,2016-11-29,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2214.0,2254.0,1899,1,B9,590000.0,2017-08-17,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2204.0,2214.0,1899,1,B9,60000.0,2017-07-17,2017,7
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2418.0,3185.0,2004,1,B1,881000.0,2016-11-14,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11233,2,0,2,1333.0,1334.0,1910,1,B1,450000.0,2016-11-16,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11233,2,0,2,2129.0,1500.0,1910,1,B9,950000.0,2017-03-16,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11233,2,0,2,6174.0,1440.0,1910,1,B1,975000.0,2016-11-21,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1620.0,2889.0,2015,1,B1,1370000.0,2017-01-17,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2300.0,1728.0,1899,1,B9,1150000.0,2017-06-09,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1800.0,1070.0,1899,1,B9,625000.0,2017-05-10,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1800.0,1070.0,1899,1,B9,254000.0,2016-09-12,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2044.0,1280.0,1910,1,B9,223750.0,2016-10-07,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2000.0,2208.0,1910,1,B9,150000.0,2017-02-07,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1319.0,1932.0,1945,1,B1,828753.0,2017-06-14,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1319.0,1932.0,1945,1,B1,857000.0,2017-04-19,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1555.0,2952.0,1915,1,B9,460000.0,2017-08-29,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1407.0,2594.0,1901,1,B1,675000.0,2016-12-15,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1407.0,2594.0,1901,1,B1,250000.0,2016-09-08,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2427.0,3021.0,1910,1,B1,800000.0,2017-02-16,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1800.0,3168.0,1901,1,B1,1499500.0,2017-02-14,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2555.0,2904.0,1901,1,B1,975000.0,2017-01-05,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2278.0,2862.0,1901,1,B1,789500.0,2017-06-12,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2555.0,3492.0,1901,1,B1,555000.0,2017-06-26,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2555.0,3492.0,1901,1,B1,925000.0,2017-03-10,2017,3
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2555.0,3492.0,1901,1,B1,500000.0,2016-09-07,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2400.0,3492.0,1901,1,B1,810000.0,2016-12-01,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B2,11233,2,0,2,1156.0,2544.0,2003,1,B2,635000.0,2017-05-19,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B2,11233,2,0,2,1156.0,2544.0,2003,1,B2,703460.0,2017-05-04,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B2,11213,2,0,2,1991.0,2465.0,1899,1,B2,540000.0,2017-06-19,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2100.0,3492.0,1899,1,B1,915000.0,2017-02-10,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2100.0,3492.0,1899,1,B1,860000.0,2017-04-28,2017,4
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,1950.0,3135.0,1925,1,S2,1225000.0,2017-01-17,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,2405.0,3340.0,1920,1,S2,1150000.0,2017-06-14,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,2405.0,3340.0,1920,1,S2,700000.0,2017-02-23,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1941.0,2430.0,1899,1,B1,955000.0,2016-11-22,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1986.0,2162.0,1899,1,B9,900000.0,2016-11-01,2016,11
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,1600.0,4400.0,1899,1,S2,1000000.0,2017-01-09,2017,1
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,1368.0,3135.0,1925,1,S2,999990.0,2017-07-05,2017,7
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2400.0,2280.0,1901,1,B1,1050000.0,2017-05-15,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,3006.0,2280.0,1920,1,B1,995000.0,2016-12-13,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,S2,11213,2,1,3,1207.0,4180.0,1899,1,S2,305475.0,2017-05-30,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1900.0,3612.0,1901,1,B1,1215000.0,2017-02-27,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,1900.0,3540.0,1901,1,B1,1225000.0,2017-06-08,2017,6
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2412.0,2084.0,1901,1,B1,995000.0,2016-12-28,2016,12
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,2100.0,3640.0,1901,1,B1,1250000.0,2016-09-14,2016,9
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,2405.0,3948.0,1925,1,B9,571309.0,2017-05-23,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,3000.0,2720.0,1920,1,B1,990000.0,2017-05-03,2017,5
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B9,11213,2,0,2,1887.0,2400.0,1920,1,B9,1075000.0,2017-08-04,2017,8
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,3162.0,2772.0,1925,1,B1,700000.0,2016-10-21,2016,10
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,3194.0,2528.0,1925,1,B1,995000.0,2017-02-09,2017,2
Brooklyn,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,B1,11213,2,0,2,3194.0,2528.0,1925,1,B1,1150000.0,2017-01-30,2017,1
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11238,3,0,3,2000.0,2700.0,1910,1,C0,2294000.0,2017-04-03,2017,4
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11238,3,0,3,2072.0,2736.0,1910,1,C0,990000.0,2017-06-19,2017,6
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,1667.0,2668.0,1899,1,C0,1130000.0,2016-11-04,2016,11
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1600.0,2724.0,1910,1,C0,1350000.0,2017-06-05,2017,6
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1920.0,2700.0,1910,1,C0,926607.0,2017-08-22,2017,8
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2000.0,3200.0,1931,1,C0,775000.0,2017-01-09,2017,1
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2000.0,3200.0,1899,1,C0,390000.0,2017-02-17,2017,2
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,2063.0,1568.0,1899,1,C0,1285000.0,2017-07-17,2017,7
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11238,3,0,3,1600.0,2700.0,1920,1,C0,1462500.0,2017-01-13,2017,1
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2570.0,3480.0,1931,1,C0,916500.0,2017-06-23,2017,6
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,2000.0,3672.0,1899,1,C0,1400000.0,2016-12-19,2016,12
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2520.0,3000.0,1905,1,C0,1425000.0,2016-11-14,2016,11
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1950.0,3090.0,1901,1,C0,800000.0,2017-08-11,2017,8
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2183.0,2622.0,1901,1,C0,1192000.0,2017-01-05,2017,1
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,1901.0,3695.0,1930,1,C0,2500000.0,2017-04-04,2017,4
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,2286.0,4000.0,1906,1,C0,1840000.0,2016-10-17,2016,10
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1800.0,2880.0,1920,1,C0,900000.0,2016-12-27,2016,12
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,1825.0,3024.0,1920,1,C0,1300000.0,2016-11-21,2016,11
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11216,3,0,3,1748.0,2634.0,1899,1,C0,1250000.0,2017-02-14,2017,2
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11225,3,0,3,3066.0,4481.0,2005,1,C0,1300000.0,2017-01-24,2017,1
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1313.0,2799.0,2004,1,C0,546083.0,2016-12-15,2016,12
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11233,3,0,3,2183.0,3078.0,2001,1,C0,675000.0,2017-04-26,2017,4
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1600.0,2520.0,1910,1,C0,1095400.0,2017-08-03,2017,8
Brooklyn,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,C0,11213,3,0,3,1600.0,2520.0,1910,1,C0,1050000.0,2016-11-09,2016,11
