default,student,balance,income
No,Yes,1558.217831,7364.830078
Yes,No,2023.733603,32094.62781
No,Yes,803.9611048,13172.87051
No,No,1060.204707,27870.15539
No,No,869.8545396,33589.13955
No,Yes,1306.483031,13984.78526
No,No,1597.898741,36524.71624
No,No,1351.962465,43630.03692
No,No,0,29475.38138
No,No,442.5909249,38947.35437
No,Yes,963.2011987,15938.0661
No,No,1063.797087,41157.35715
No,No,214.4115627,42758.81282
No,No,1258.576399,33571.14452
No,No,506.6271509,49068.87087
No,No,38.40778522,38702.10168
No,No,1237.5474,37387.15415
No,No,0,47437.51224
No,No,555.6652909,46584.7305
No,No,747.9375239,44030.46149
No,Yes,1000.621768,17223.63797
No,No,773.6729475,40427.74193
No,No,744.7661997,35067.64372
No,No,953.1233642,51257.1439
No,No,998.3757695,37816.8439
No,Yes,1098.955685,21025.92746
No,No,521.6873539,48700.15308
No,No,82.73038975,27627.22408
No,No,219.1150032,31490.53342
No,No,276.3798286,38721.86797
No,Yes,1180.363817,24063.31274
No,No,620.9185967,39099.30763
No,No,414.8575624,38030.82462
No,No,1389.890556,48689.73039
No,Yes,703.0119004,21411.93007
No,No,493.5494228,52241.92216
No,Yes,1351.411543,14003.47572
No,Yes,461.7827648,17609.83052
No,No,143.1022619,44846.90101
No,No,1280.003234,30274.3356
No,Yes,1764.68273,17995.72861
Yes,No,1648.474017,55548.25418
No,No,0,37409.00299
No,No,610.5977516,22635.06647
No,No,355.1485857,55634.33065
No,Yes,472.5111008,19903.89205
No,No,786.0139114,52693.94375
No,No,772.7320741,47161.2767
No,No,751.2972186,25013.61407
No,No,1433.71078,42798.56551
No,No,1037.008599,36622.79223
No,Yes,1827.13495,19616.00973
No,No,764.5059389,37869.21429
No,No,589.5420167,28237.82068
No,No,754.1274899,41341.8026
No,No,911.9264415,41249.28174
No,No,311.918279,39694.48373
No,Yes,933.2872312,20694.58778
Yes,No,1374.474712,35805.70886
No,Yes,322.3119543,10056.11055
No,Yes,703.8387655,19318.05933
No,Yes,534.6929068,18729.56624
No,No,0,26626.48588
No,No,770.5198985,44509.57539
No,No,1015.725881,31820.94127
No,No,421.1464996,61655.34805
No,No,1125.091402,33564.07555
No,No,857.380822,28755.18076
No,No,363.9414625,46155.53922
No,No,1157.779701,32219.83173
No,No,993.302551,28501.85601
No,Yes,403.4594274,15333.87629
Yes,Yes,2134.934488,20330.86487
No,Yes,1234.942716,26919.11596
No,Yes,805.1042517,22174.02889
No,No,0,41933.09577
No,Yes,157.5140425,24506.18683
No,No,257.8976572,39477.03186
No,No,1056.915063,53080.58634
No,No,0,48290.85403
No,Yes,1730.291081,19446.67572
No,No,694.5007107,14150.91438
No,No,1546.760526,32928.63613
No,No,428.6653053,45570.79095
No,Yes,1764.532309,18148.52408
No,Yes,1181.979697,17223.36723
No,No,943.1323898,30178.73406
No,No,0,41234.89175
No,No,1087.193767,54961.28848
No,No,14.82095305,32320.26552
No,No,0,47207.05072
No,No,836.0105904,40178.9347
No,No,1494.521135,42280.40785
No,Yes,1318.528957,15821.15235
No,No,431.1279151,37772.80471
No,No,1335.473573,45847.38211
No,No,1141.442176,27914.40225
No,No,795.1192916,38710.38133
No,No,1005.444088,40615.3422
No,No,481.2401636,49010.75551
No,No,427.340143,27260.73546
No,Yes,1157.593925,17996.90333
No,No,890.2130229,43643.5824
No,Yes,1321.329159,20302.21947
No,No,1167.943622,57256.00741
No,Yes,1197.170953,10834.11138
No,Yes,922.8853555,22988.84265
No,No,834.7118946,28553.47188
No,Yes,1264.586941,14649.15502
No,No,1603.665223,25802.30347
No,No,838.2760677,55082.31753
No,Yes,850.6772791,21251.63951
No,Yes,1508.307713,17645.30502
No,No,1272.480579,34570.57066
No,No,981.8397963,23636.97634
No,No,487.6950209,46480.03597
No,No,1046.416673,47598.30737
No,No,1533.917257,42888.64105
No,No,709.9535652,37302.62213
No,Yes,1610.015858,19649.48443
No,Yes,645.6885305,14211.14714
No,No,377.7139958,46729.33299
No,No,994.99017,39315.95589
No,No,1240.665744,57303.79193
No,No,736.5906124,37031.48477
No,No,1201.230618,46478.15132
No,Yes,647.3673882,16897.78966
No,No,1161.239934,52064.47135
No,Yes,1521.912738,21370.79389
No,No,805.5206283,43383.70654
No,No,1155.399548,34539.56438
No,No,613.1111421,38632.13064
No,No,623.9576763,46188.29496
No,No,1000.90104,46469.10252
No,Yes,807.7488274,18760.3452
No,No,1156.040208,38295.57124
No,No,637.283464,32885.70199
No,Yes,1241.690987,20105.068
No,No,741.1930622,31104.00445
No,No,1169.834113,39386.37003
No,No,0,35821.78653
No,No,1088.3032,33673.36068
No,Yes,0,22187.96621
No,No,608.9485801,26463.37476
No,Yes,431.3027892,15606.24584
No,No,512.6534379,39631.69523
No,Yes,1241.61642,12058.59762
No,No,0,53058.25521
No,No,561.4337464,37884.9611
No,No,245.2442839,35132.22117
No,No,1081.063663,34138.32374
No,No,492.3264548,42317.24242
No,No,1349.57175,50645.29057
No,Yes,1150.43168,11666.98975
No,No,357.8658809,42499.03229
No,No,331.1052765,45104.8152
No,Yes,1457.673369,20042.86397
No,Yes,852.3139525,15956.64884
No,No,1378.940514,43998.1414
No,Yes,1005.521508,22128.0802
No,No,1420.993454,34126.42169
No,No,570.2955412,30615.33055
No,Yes,1228.990373,17304.6435
No,Yes,1142.935257,20942.00334
No,No,759.3458148,32066.70673
No,No,846.6835117,41651.21558
Yes,No,2133.464209,28237.88234
No,No,354.5743684,30954.47668
No,No,0,46450.96604
No,No,1051.401733,30072.74931
No,No,0,41371.66119
No,No,887.4681371,30563.77026
No,No,688.1093445,20098.59346
No,No,1257.34063,40810.17277
No,No,1175.817635,41447.58481
No,No,0,34838.43927
No,No,608.5517388,22555.50859
No,No,0,32608.48884
Yes,Yes,2110.556858,19345.10473
No,No,696.9001673,38713.31706
No,No,559.4685833,61187.81057
No,No,715.3929218,49473.37638
No,Yes,2026.863631,20469.92949
No,Yes,1187.358891,24267.39648
No,No,785.7906701,42887.59272
No,No,845.9203698,42799.43953
No,Yes,1032.670815,13901.11897
No,No,861.2727392,38111.03287
No,No,1601.87795,27885.16355
No,No,955.9270221,10836.72352
No,Yes,877.8798035,18217.61365
No,No,1043.758264,31523.6869
No,Yes,1080.071527,11239.53116
No,No,589.2178954,47722.17011
No,Yes,769.5312437,23048.54061
No,No,951.0475319,33326.5872
No,No,1189.158934,36223.87056
No,No,1709.344285,35290.52311
No,Yes,1402.553926,16607.56425
No,No,250.8795835,51662.22782
No,No,681.4176227,26426.22921
No,No,1333.248659,39196.66301
No,No,858.7611254,29150.34401
No,Yes,992.7762449,14204.67215
No,No,265.3022839,32276.46294
No,No,754.4775776,31592.19989
No,Yes,584.0812286,24440.02035
No,No,1175.233377,47684.46113
No,No,1388.664149,31021.55008
No,No,410.099265,37328.45502
No,No,59.13249864,34162.23526
No,Yes,1939.71236,13836.98607
No,No,886.1490576,24466.12539
No,No,770.9994019,40990.6215
No,Yes,306.4109271,13594.18823
No,No,1022.101638,37095.21594
No,No,847.9840353,24950.53392
No,No,1596.227808,42993.57653
No,Yes,1635.222942,8531.038085
No,No,0,45217.85066
No,No,1306.796916,48799.51191
No,No,932.9523691,35858.18915
No,Yes,1052.875142,13486.14694
No,Yes,1304.634346,13496.87987
No,Yes,2052.133463,13130.6536
No,No,1216.725616,52377.8489
No,No,526.470865,44241.56562
No,No,153.4479361,36813.19871
No,No,905.6415057,47271.34912
No,No,1068.873957,41690.04867
No,No,0,30049.10026
No,Yes,992.440019,14207.26834
No,No,964.6025631,36676.57165
No,No,493.6354264,43524.24978
No,No,835.6564355,44234.17039
No,No,480.0930869,57068.13046
No,No,637.60187,52347.76202
No,Yes,2134.015627,17897.64661
No,No,1475.207229,42243.17748
No,No,887.3432884,55751.7209
No,No,1376.309911,43234.13992
No,No,1304.700879,45162.65104
No,No,225.506104,54534.70972
No,No,1261.268219,39984.52959
No,Yes,30.58367172,16246.57305
No,Yes,437.0352358,16261.20757
No,No,922.6374027,52205.50687
No,No,412.7468149,44650.07843
No,No,693.1013449,54492.74796
No,Yes,915.4626482,27283.31983
No,Yes,1322.492812,22930.445
No,No,1610.086988,40498.99811
No,No,1113.134257,27110.60301
No,No,0,47803.25837
No,No,1163.146385,44424.82596
No,No,924.2953475,26397.59729
Yes,Yes,1983.234475,25687.92975
No,No,725.7005868,49337.40235
No,Yes,1030.496155,16662.73157
No,Yes,1038.97702,13739.71928
No,Yes,292.8574108,15220.93587
No,Yes,495.1139113,14881.84062
No,No,659.0404108,47942.24982
No,No,291.9681397,48511.60308
No,No,471.3565174,45573.30811
No,No,855.822381,56219.80884
No,No,918.6817794,48160.52429
No,No,1251.32255,37881.82096
Yes,No,1066.884084,44918.41232
No,Yes,1427.124037,12553.88673
No,Yes,1263.880058,12418.80765
No,Yes,1128.141493,10159.24188
No,No,694.3985831,36570.42544
No,Yes,805.3980049,17902.57919
No,No,519.5172955,39704.69296
No,Yes,1051.297161,16299.61175
No,No,421.8969022,37323.75941
No,Yes,622.4137203,13072.02796
No,Yes,1005.264248,21394.12401
No,Yes,537.4925429,9421.714858
No,Yes,189.9987142,24716.95613
No,No,309.8628233,56100.05441
No,No,969.4457592,33411.80109
No,Yes,775.5892326,17030.57885
No,No,1296.474737,48682.3735
No,No,1037.155516,38490.38489
No,No,978.6521803,25742.11973
No,No,965.0461321,47987.31975
No,Yes,816.0427981,17894.79377
No,Yes,716.1857509,7997.622944
No,No,1130.608881,43936.64641
No,No,383.7049011,41311.24395
No,No,1008.154522,20326.59218
No,No,652.8174543,41161.85735
No,Yes,1232.794737,16279.1854
No,No,803.224401,52869.80781
No,Yes,1443.431696,22693.65775
No,Yes,1288.44856,21216.96257
No,No,0,43193.23215
No,Yes,1053.332641,10212.50236
No,Yes,744.7879024,22343.09739
No,No,412.6876132,33923.45804
No,No,943.4020371,35281.72849
No,No,1192.974028,39504.47602
No,Yes,1071.511583,11082.0629
No,No,1493.270467,41005.21748
No,Yes,1132.837721,15703.0252
No,Yes,597.4840406,14796.74967
No,Yes,792.9754861,17346.17092
No,No,1376.075401,22317.56559
No,No,1060.016921,39757.43817
No,No,532.3267381,30851.27777
No,No,0,28711.75713
No,Yes,894.1258092,24670.1189
No,No,906.4363882,37309.68181
No,No,0,28727.12016
No,No,506.4259139,35333.18222
No,Yes,943.5017211,14123.70357
No,Yes,0,14874.80021
No,No,442.4895649,54996.84275
No,Yes,380.9633077,20117.83003
No,No,961.999353,37073.19238
Yes,No,1789.093391,48331.12686
No,No,76.47608896,27283.69174
No,No,1067.139026,53995.7305
No,No,0,39592.43693
No,No,253.1319822,40973.64654
No,No,1056.928348,55409.4596
No,No,179.7000705,37727.53512
No,Yes,990.9357627,18197.22873
No,No,693.7537183,36723.44877
No,No,965.2768178,37705.24322
No,No,300.8762062,51423.69464
No,No,1265.044932,47297.7227
No,No,558.6705138,40335.61099
No,No,1183.983311,53599.74553
No,Yes,1165.840209,20495.1586
No,Yes,1542.191227,17265.91861
No,Yes,587.7677591,22669.42433
No,No,0,31005.03576
No,No,389.9766946,27329.97931
No,No,647.075901,55522.62393
No,No,70.98316299,40012.53291
No,Yes,115.5453555,12670.02762
No,No,90.93344719,42451.73558
No,No,1230.424256,51716.7399
No,No,201.5583994,27924.84656
No,Yes,1562.846155,10353.90391
No,Yes,622.8952091,11019.87756
No,Yes,1142.126955,9184.732762
No,Yes,1796.26764,21126.17721
No,No,947.4239701,38505.78387
No,No,419.4405795,34332.66131
No,No,1660.827702,53754.20072
No,No,391.2404617,24972.24591
No,No,613.4309365,34745.00747
No,Yes,1024.108807,18667.92565
No,Yes,0,25976.06511
No,No,1252.958338,33876.18903
No,No,708.8374818,55675.75986
No,No,266.6470861,16515.30843
No,Yes,1339.363614,19496.16522
No,No,781.5953359,49457.1053
No,Yes,1021.370111,19032.50901
No,No,948.4942785,40739.85993
No,Yes,1312.93378,20208.54461
No,No,0,50861.78885
No,No,0,24566.48337
No,No,0,30922.60421
No,Yes,859.3369637,13993.65454
No,No,646.157668,45696.83161
Yes,Yes,1707.914634,10591.71742
No,No,133.673455,28492.4003
No,Yes,80.59567582,16145.6377
No,Yes,631.6008477,17845.07415
No,No,1236.617914,40668.7254
No,No,742.5833733,40085.43995
No,Yes,97.03146278,12731.75755
No,No,1054.22211,50900.24256
No,No,959.600287,29850.21207
No,No,1258.852277,33683.18173
No,No,443.2464668,36547.16104
No,No,1605.102415,26126.32944
No,No,0,25964.84434
No,No,832.6459751,25106.37478
No,Yes,443.5370288,19632.17542
No,No,817.4317693,40088.05051
No,No,881.6637997,43725.99753
No,No,1154.094274,48400.24115
No,Yes,961.5755637,9681.493893
No,Yes,516.1219595,17538.46162
No,Yes,1357.411868,22572.79013
No,No,1036.030594,35261.35578
No,Yes,900.6093417,17802.92726
No,No,1516.326025,46393.26454
No,Yes,1015.204535,22208.32892
No,No,232.105744,40368.95685
No,Yes,1082.284133,19451.81628
No,No,682.4396608,17992.97118
No,Yes,1218.13888,18144.98483
No,No,802.4131422,47444.4928
No,No,143.8548983,38014.87349
No,No,1087.465794,32908.52712
No,Yes,895.7539556,14753.29733
No,No,660.2854965,58956.51318
No,Yes,630.9734892,19087.17478
No,Yes,1648.966029,15402.48208
No,Yes,975.9555974,18246.81572
No,No,297.0053783,22955.08212
No,No,0,47328.23291
No,No,0,32629.94485
No,Yes,789.2148949,18231.83026
Yes,No,1804.036475,31318.29603
No,No,1266.113867,29698.51627
No,Yes,135.1876434,20414.41217
No,No,28.81374346,36941.0634
No,Yes,0,15347.91429
No,No,750.6989964,49150.34585
No,No,805.3051169,57386.1288
No,No,1093.803005,29573.23823
No,No,483.9652713,44335.95811
No,Yes,1534.394884,19592.10939
No,No,1349.187291,48013.6902
No,No,158.5704427,20575.46501
No,Yes,172.4620199,25850.38313
No,No,1280.762861,53675.56755
No,Yes,213.1732752,22811.45698
No,No,0,32248.53657
No,Yes,704.0136486,13903.45573
No,No,708.8139762,38295.23381
No,No,257.3963831,49477.78564
No,Yes,1188.744296,22867.07059
No,No,0,62886.70923
No,No,1321.703891,45581.79478
No,Yes,882.5819675,17749.97205
No,Yes,1418.134148,11964.42509
No,No,1245.422205,36897.78011
No,No,339.5292685,58747.38773
No,Yes,824.5478304,29088.11135
No,No,241.4426903,30171.62449
No,No,1510.79325,47684.23946
No,No,396.64125,52174.95427
No,Yes,1633.697803,15786.31732
No,No,650.4183411,47122.07247
No,Yes,1382.438231,15680.61049
No,No,613.4802945,24367.86142
No,No,1424.351218,37845.99925
No,Yes,914.1081756,19053.00589
No,Yes,802.0089304,15469.65262
No,Yes,539.674903,18852.27385
No,No,337.5759999,52192.27472
No,Yes,813.4948376,16681.3503
No,No,477.882122,39834.03081
No,No,342.1916021,32154.75355
No,No,840.365781,45316.83541
No,Yes,865.5655922,16643.24096
No,No,645.5916366,44402.10623
No,No,1755.38891,35031.532
No,No,498.7494508,51690.06347
No,No,587.7810817,30859.63634
No,Yes,824.6165935,10062.57593
No,No,0,32660.72526
No,Yes,880.803636,20436.43903
No,No,917.1221347,48227.81937
No,Yes,789.7175406,19280.54426
No,No,763.8556247,52938.03547
No,Yes,1062.16651,17383.25855
No,No,944.3325674,44444.14918
No,No,877.501423,25587.74393
No,No,1344.103406,41417.34592
Yes,Yes,1543.099582,18304.65057
No,No,380.3174501,38864.58415
No,Yes,1176.893303,23634.81573
No,No,733.1999149,34524.91886
No,No,348.9970288,48942.02578
No,Yes,1380.087526,19245.83269
No,No,943.1657194,40369.69803
No,No,1248.885849,51897.39491
No,No,713.223492,51107.8601
No,No,834.2356082,36721.86221
No,No,0,26200.0384
No,No,1558.883862,37489.72211
No,No,1362.186619,37736.7496
No,No,1581.521505,45729.88805
No,No,324.8549714,39752.35419
No,No,1112.73574,47527.12558
No,No,379.5987261,32578.43583
No,No,1549.098151,26239.78187
No,No,1489.415915,46732.76781
No,No,548.2063638,41647.72716
No,No,561.968473,37637.00503
No,No,595.4867014,34470.41803
No,No,267.5139688,27364.86548
No,Yes,1793.303188,21034.87965
No,Yes,1773.153542,10177.86674
No,No,618.8603727,37333.33383
No,No,205.6438081,37766.49369
No,No,1011.431543,36364.75385
No,No,0,38130.64567
No,Yes,1154.432105,15221.17239
No,No,292.5159807,43705.37904
No,Yes,1106.946277,19233.77389
Yes,No,1665.954621,30070.13526
No,Yes,968.671101,22212.74103
No,No,797.2493693,39928.58818
No,Yes,636.8978227,18620.23895
No,Yes,1011.334848,14101.2903
No,No,791.0352223,47303.67664
No,No,942.4747495,36965.04557
No,No,706.9742779,46165.15453
No,No,767.4348125,55990.87461
No,No,568.8436683,37074.54081
No,Yes,1271.562957,18999.61681
No,No,938.9391417,44280.78635
No,No,1012.194199,34631.70605
No,No,1355.493231,18935.51151
No,No,912.0487219,43486.95708
No,No,289.5988343,25724.77064
Yes,Yes,2035.861557,14435.84319
No,Yes,1602.179886,17858.06791
No,Yes,0,20067.80976
No,Yes,1202.390705,14036.62088
No,No,554.7076529,28164.19855
No,Yes,229.9887235,2541.200814
No,No,768.979148,35503.90896
No,Yes,1211.040146,16898.12947
No,No,0,35648.38116
No,No,0,27537.73535
No,Yes,859.9366511,15966.71713
No,No,0,47556.30125
No,Yes,1471.538391,14959.66188
No,Yes,582.8738672,17730.5511
No,Yes,463.1193392,25858.28175
No,No,986.1541303,48940.49003
No,No,534.7460545,29685.12923
No,No,1402.690527,39656.6322
No,No,967.748001,46278.07452
No,No,884.0225178,36889.42825
No,Yes,455.6999383,19080.80899
No,No,0,66915.57179
No,No,1141.23821,37917.66454
No,No,365.2358798,21358.00005
No,No,38.37592458,33579.35623
No,Yes,731.9706113,13593.14051
No,No,1006.719786,47784.31847
No,No,1107.801156,34561.94954
No,No,777.5308087,45673.67391
No,No,1501.426087,35398.95712
No,Yes,862.0600385,12085.45308
No,Yes,12.1864203,19910.96897
No,No,0,30208.04644
No,No,1820.32549,31309.99848
No,No,576.0689929,40179.83005
No,No,837.7526213,31017.90114
No,No,399.793885,34875.33233
No,Yes,578.7550989,20909.83537
No,No,1106.540875,46565.05995
No,No,390.7456114,38442.29606
No,Yes,274.1946278,15421.55166
No,No,1476.877642,42271.33341
No,No,578.4607424,20306.93601
No,No,1064.147713,28192.12588
No,No,1598.303417,46404.66469
No,No,863.4518296,33529.88065
No,No,1157.759857,32574.5029
No,Yes,406.3860491,24086.95249
No,No,309.2444877,44202.7075
No,No,943.9512443,28353.63001
No,No,1206.791937,42916.70139
No,Yes,1448.060458,21028.28675
No,No,1166.593989,26977.62275
No,No,800.308672,61281.30081
No,No,714.9260001,31032.8697
No,No,471.2550831,28417.74199
No,No,662.1644451,30390.06007
No,No,770.4319619,53398.31473
No,No,597.3268696,55496.77711
No,No,140.8530225,48183.27674
No,No,1035.552944,29423.23203
No,Yes,784.1087812,11560.5677
No,Yes,442.027425,17072.33664
No,No,888.081432,54072.65702
No,No,704.2029083,44775.12201
No,Yes,1016.450616,15099.5302
No,No,1036.460728,42914.98167
No,Yes,1060.220034,22795.94299
No,No,1243.92806,38075.4383
No,Yes,1291.977346,26571.87456
No,No,69.25247581,20222.86624
No,No,196.3892855,29932.66203
No,Yes,709.0271029,18305.73452
No,No,1034.149962,52106.8387
No,No,868.0060301,50549.53346
No,No,1236.006993,48800.35685
No,No,12.91234955,46282.25773
No,Yes,826.4536365,21342.70303
No,Yes,703.9900094,20752.17544
No,Yes,817.1214384,13152.03413
No,No,1210.014631,45066.13324
No,Yes,766.4062474,22296.9837
No,No,1643.654052,33980.82583
No,No,1053.014778,54009.63194
No,No,240.0774345,41508.9557
No,No,62.65294851,44440.70548
No,Yes,924.2332039,11194.66888
No,Yes,944.0710359,26027.68765
No,No,295.7854428,51837.75233
Yes,No,2085.586978,35657.22567
No,No,474.3552638,58068.62224
No,No,504.7233526,54297.11366
No,No,292.3841444,33961.10045
No,No,593.2804678,40227.14388
No,No,76.06408834,50054.76235
No,Yes,1270.09281,16809.00645
No,No,877.3436869,40689.47859
No,Yes,932.5609425,20980.8055
No,No,279.9633883,30262.11714
No,No,1155.175006,40398.39935
No,No,0,45431.75759
No,Yes,1216.767562,23378.57282
No,Yes,0,15274.46903
No,Yes,728.5493992,22891.92938
No,No,0,48365.57759
No,Yes,643.5652672,21323.04944
No,No,973.0823643,27289.27132
No,Yes,1177.957425,14385.16707
No,No,196.9871114,41314.99362
No,No,1526.268669,44845.13629
No,No,441.3960846,56060.20361
No,No,1004.641773,56533.31307
No,No,1258.069534,36645.14057
No,No,1563.993419,37119.60197
No,No,367.3515763,29905.52786
No,Yes,1222.768041,18276.43406
No,Yes,1582.202813,19682.87249
No,No,647.130283,32725.38665
No,No,0,33146.49534
No,Yes,1585.333029,15079.48894
No,Yes,837.9723362,25773.18265
No,Yes,686.7821494,10543.55632
No,No,947.842159,37891.03704
No,Yes,1205.055008,18101.67631
No,No,1254.131055,37456.26199
No,No,949.1238463,50528.53387
No,No,530.24602,27610.70309
No,No,833.6899703,54558.14011
No,No,638.4653109,36173.98245
Yes,Yes,2387.314867,28296.91472
No,Yes,839.3908902,21383.23117
No,No,294.634281,63285.02511
No,No,1178.179438,34720.93616
No,No,1149.720136,57890.51596
No,No,909.7642677,42468.27822
No,Yes,1391.508027,18539.59036
No,Yes,1029.249632,18018.35831
No,No,1504.59694,30773.74284
No,No,1276.4893,35122.85361
No,No,874.9150425,25023.32309
No,No,1104.689463,51516.33629
No,No,0,47056.19919
No,No,698.800444,37466.0203
No,No,1055.410868,33945.14276
No,Yes,131.2846105,14491.84407
No,No,795.903786,44181.67186
No,No,611.9542968,39291.20373
No,No,1670.423008,41409.77115
No,No,1423.149545,33591.23154
No,No,770.6419392,29623.47129
No,No,1315.469609,29808.35223
No,No,599.204105,53218.11086
No,No,584.356741,34128.76699
No,No,27.27187849,51659.87841
No,No,65.72759508,32332.18265
No,No,1338.461116,23909.54695
No,Yes,1120.422968,16151.25285
No,No,726.0293438,41996.12441
No,No,1353.588284,44372.79392
No,No,531.7442107,38122.1924
No,No,1824.641385,36762.80884
No,Yes,894.4654681,14035.49914
No,Yes,1275.538565,16445.62472
No,No,550.6243941,19106.26579
No,Yes,270.3910262,13158.44223
No,No,651.9986041,35266.12844
No,No,718.3511021,50765.89263
No,No,1008.94654,31235.78292
No,Yes,1510.747812,13390.92
No,No,1393.368283,38371.97746
No,No,586.5882744,45519.83771
No,No,793.4139267,45873.17997
No,No,285.9101691,43263.63064
No,Yes,550.3810558,20322.76863
No,Yes,716.491995,16785.38532
No,No,383.6864669,39946.48497
No,No,252.3333091,38431.81869
No,No,1164.10427,40167.02331
No,No,1080.185777,38398.8661
No,No,906.4785442,47101.99063
No,No,457.8000986,26567.24108
No,No,1215.867359,42762.12183
No,No,217.3615206,45083.11137
No,Yes,1076.727705,12502.64492
No,Yes,58.06606208,23639.23362
No,No,1615.225001,55219.52001
No,Yes,1119.001789,22811.3938
No,No,671.9580672,17621.45385
No,No,634.2179264,38672.74965
No,Yes,831.8185363,16164.48461
No,Yes,373.0625165,22018.9821
No,No,776.4548762,58481.54391
No,Yes,1031.303939,12195.37983
No,No,910.6724158,43795.5817
No,No,1010.809065,42163.4536
No,No,1090.35035,48280.94632
No,No,1008.550343,53801.61564
No,No,0,50127.18047
No,Yes,1824.368004,20074.2811
No,No,730.1644185,44411.67827
No,No,991.1317826,30941.54852
No,No,1356.516665,35030.63502
No,No,576.6355769,41699.20979
No,No,1334.554191,43385.82181
No,No,1487.661808,47624.3796
No,No,778.6934925,48551.97108
No,No,444.1963823,37599.42019
No,No,1023.36216,34632.10269
No,Yes,153.4000958,17840.38488
No,No,661.7606164,47169.35685
No,No,312.6147065,34918.61291
No,No,645.3725645,30102.03554
No,No,0,49010.27332
No,No,779.6147234,22975.49302
No,Yes,569.4987908,19755.52114
No,No,1287.765895,38507.11939
No,No,1177.81507,32294.54565
No,No,795.3685571,25704.64664
No,No,877.039197,24902.73549
No,No,823.9919883,36701.53017
No,No,1019.215358,52089.64463
No,No,942.7374821,38908.88112
No,No,6.787861759,40145.33909
No,No,0,55158.15124
No,Yes,1420.204205,22790.79583
No,Yes,1254.662583,18189.52076
No,No,0,37796.40346
No,No,1140.071899,33605.37793
No,Yes,747.9585112,19869.39018
No,No,1598.602553,48717.26315
No,No,1226.370717,21426.30698
No,No,929.8199349,50611.98595
No,No,807.405738,43853.88425
No,No,345.3649412,56965.70211
No,No,982.4509449,42907.02619
No,Yes,1067.670767,14485.94849
No,No,742.5406142,39017.95032
No,No,1060.178447,30948.29027
No,No,523.7533678,33767.05071
No,No,697.982915,29799.3192
Yes,Yes,1500.894533,15802.23288
No,Yes,1682.897631,14378.8906
No,Yes,1264.04207,6466.513408
No,No,1352.462336,34247.78002
No,No,376.8789166,50671.32275
No,No,629.5612815,37255.36509
No,Yes,709.4142298,11355.11271
No,No,541.3462788,42332.24628
No,No,421.1723819,42721.47777
No,No,500.8042199,47910.96385
No,No,0,41663.34011
No,No,1089.365873,43360.16015
No,No,603.8474825,56468.12224
Yes,No,1165.539853,50341.5739
No,No,1457.622602,43155.3627
No,No,390.0550264,27108.21366
No,No,584.1412164,35517.22911
No,No,901.0122829,13498.12653
No,Yes,1380.096737,14142.07544
No,No,1146.067689,39902.44189
No,No,1058.025969,43327.02611
No,No,474.3796621,35980.75279
No,Yes,969.1435189,22425.40576
No,Yes,1616.738878,12557.82288
No,No,1185.028651,33298.5004
No,No,472.6332289,41257.38603
No,No,1257.625123,30964.23458
No,No,640.9184388,37306.69399
No,No,105.7442477,42442.84735
No,No,672.4267927,25947.24541
No,No,568.666447,45186.97594
No,Yes,368.1982988,26670.01211
No,No,1546.548506,57266.82959
No,No,230.2203941,28930.25452
No,No,815.0547024,34200.18335
No,Yes,164.3055117,17995.85826
No,Yes,1785.797516,15291.6708
No,No,661.0522978,27873.63791
No,Yes,979.8771549,13522.42151
No,Yes,778.2499052,23805.91057
No,Yes,190.6192783,21744.50932
No,No,523.813717,45284.18935
No,No,175.6988688,40044.47032
No,No,977.9479232,38368.48417
No,No,837.6953592,44260.76441
No,Yes,1436.32082,27658.38667
No,No,638.229501,53812.79788
No,No,714.0116591,48631.36436
No,No,738.2532477,36086.09213
No,No,507.5265349,58027.77092
No,Yes,1033.833494,15818.0614
No,Yes,19.73946092,20514.17137
No,No,434.704864,48898.37012
No,No,0,45334.83933
No,No,629.7640719,53069.32515
No,Yes,522.7677589,26900.28072
No,Yes,294.6564875,11681.46233
No,Yes,469.4256329,14647.00227
No,No,838.4370383,40903.48069
No,No,1407.639515,52746.13315
No,Yes,1417.225499,16053.97426
No,No,363.9940646,38110.44311
No,Yes,128.2518222,17076.5736
Yes,Yes,1894.168201,28321.68455
No,Yes,1624.795642,10623.59745
No,No,645.9492708,46406.33798
No,No,684.0849049,38184.56838
No,No,1168.284538,46904.60382
No,No,766.1240549,51614.0562
No,Yes,738.2686012,14063.07546
No,No,525.8903383,45530.50912
No,No,631.2535067,38877.57033
No,No,0,65943.78394
No,No,913.9139657,53809.33036
No,No,578.7525663,60498.92546
No,No,1503.849951,43888.39666
No,Yes,555.2657969,11581.22066
Yes,Yes,1289.24621,13624.54526
No,No,545.5665107,35714.65113
No,No,1112.348992,33468.82218
No,No,564.9074481,35820.88568
No,No,591.8414074,38879.50988
No,Yes,908.1228119,22084.27165
Yes,Yes,2169.196187,18195.2669
No,Yes,1108.105366,15337.30227
No,No,0,27167.26039
No,No,957.5919029,35330.85535
No,No,448.0399683,29537.31025
No,No,1188.072875,40704.70722
No,Yes,1223.885814,19520.009
No,Yes,959.967042,18413.86385
No,No,734.7218364,35010.02587
No,No,0,47628.41183
No,No,1423.284258,48914.19708
No,No,217.1635013,26975.49181
No,No,672.0451389,36705.34046
No,No,830.7653898,45958.98422
No,No,652.5281789,58750.496
