Sold Price,DOM,Garage Capacity,HOA Fee,Irregular Shape,Quadrant,School District,Sold Terms,Total Bedrooms,Total Bathrooms,Total Square Feet,Year Built,Zip,year_sold,month_sold,built_after_2000
154000,2,0,100,No,NE,Logan,Conventional,2,1,816,1974,84321,2020,8,0
160000,2,1,115,No,NW,Logan,Conventional,2,2,1224,1998,84341,2019,6,0
160000,2,0,0,No,NW,Logan,Conventional,1,1,694,1918,84321,2020,6,0
165000,2,1,0,No,NE,Logan,Cash,2,1,1248,1937,84321,2020,8,0
160000,2,1,140,No,SW,Logan,Conventional,2,2,1190,1995,84321,2020,1,0
164000,2,1,140,No,SW,Logan,Conventional,2,2,1190,1997,84321,2020,6,0
165000,2,0,0,No,NE,Logan,Conventional,3,2,1170,1921,84321,2019,5,0
160000,2,1,115,No,NW,Logan,Cash,2,2,1224,1997,84341,2019,7,0
168000,2,1,140,No,SW,Logan,Conventional,2,2,1190,1995,84321,2020,6,0
170000,2,0,0,No,NW,Logan,Conventional,3,1,1044,1950,84321,2019,5,0
170000,2,0,0,No,SE,Logan,FHA,2,1,1207,1900,84321,2018,8,0
172000,2,1,55,No,NW,Logan,Other,3,3,1247,1996,84321,2018,10,0
175000,2,2,90,No,NW,Logan,Conventional,2,2,1178,2012,84341,2019,6,1
177000,2,2,90,No,NW,Logan,FHA,2,2,1210,2012,84341,2019,9,1
177900,2,2,80,Yes,NW,Logan,Conventional,3,3,1378,1996,84341,2019,3,0
190000,2,5,0,No,NW,Logan,Cash,3,2,2364,1950,84321,2020,1,0
176000,2,1,115,No,NW,Logan,Conventional,2,2,1224,1996,84341,2020,6,0
181500,2,1,0,No,SW,Logan,Conventional,3,1,1886,1924,84321,2018,8,0
184300,2,0,0,No,NE,Logan,FHA,4,1,2896,1919,84321,2018,5,0
186000,2,2,75,No,NW,Logan,Cash,3,3,1600,2007,84341,2018,6,1
189000,2,1,0,No,NW,Logan,Conventional,4,2,2042,1920,84321,2018,3,0
183500,2,20,0,No,SW,Logan,Cash,3,1,1075,2003,84321,2018,2,1
185000,2,2,0,No,SW,Logan,Conventional,3,1,1107,2003,84321,2018,7,1
192500,2,1,0,No,NW,Logan,Cash,3,1,1821,1916,84321,2020,8,0
192900,2,1,55,No,NW,Logan,Conventional,3,3,1262,1998,84341,2020,1,0
189000,2,2,115,No,NW,Logan,Conventional,3,2,1360,1996,84341,2020,3,0
195250,2,2,0,No,NW,Logan,Cash,3,1,1641,1930,84321,2020,5,0
210000,2,2,0,No,SW,Logan,FHA,4,2,1824,1979,84321,2018,4,0
200000,2,2,30,Yes,SW,Logan,Conventional,3,3,1669,2007,84321,2019,1,1
208000,2,2,0,No,SW,Logan,FHA,3,2,1524,1999,84321,2018,5,0
210000,2,2,90,No,NW,Logan,Conventional,3,3,1565,2007,84341,2019,7,1
215000,2,2,0,No,NW,Logan,FHA,3,2,1435,1995,84341,2020,2,0
235000,2,1,0,No,NE,Logan,Cash,5,2,2268,1955,84321,2020,7,0
219500,2,2,0,Yes,NW,Logan,FHA,2,2,1280,1996,84341,2019,3,0
219000,2,2,0,No,SW,Logan,Conventional,3,2,1389,2004,84321,2018,10,1
223000,2,2,0,No,NW,Logan,VA,4,2,1952,1977,84321,2018,5,0
220000,2,0,0,No,SW,Logan,Conventional,3,1,1050,1961,84321,2020,10,0
219000,2,2,75,No,NW,Logan,FHA,4,3,1564,2007,84341,2020,5,1
227500,2,0,0,No,NW,Logan,Conventional,4,2,1848,1971,84321,2019,11,0
229000,2,2,150,No,NE,Logan,Conventional,3,3,2044,1989,84321,2020,6,0
230000,2,2,90,No,NW,Logan,Conventional,3,2,1608,2007,84341,2020,9,1
227500,2,2,0,No,SW,Logan,FHA,3,3,1800,2002,84321,2019,11,1
229000,2,1,0,No,NE,Logan,Cash,3,2,1776,1946,84321,2020,6,0
237000,2,2,90,No,SW,Cache,FHA,3,3,1588,2018,84321,2020,7,1
240000,2,2,0,No,SW,Logan,Conventional,3,1,2050,1962,84321,2020,8,0
240000,2,2,0,No,NW,Logan,FHA,3,3,2104,1996,84341,2018,6,0
234900,2,2,65,No,SW,Logan,Cash,3,3,1586,2005,84321,2020,4,1
244000,2,1,0,No,NW,Logan,Conventional,4,2,1782,1954,84321,2020,6,0
244500,2,2,0,No,SW,Logan,Conventional,3,3,2214,2003,84321,2018,4,1
240000,2,1,0,No,SW,Logan,Conventional,5,3,2295,1939,84321,2018,11,0
239900,2,1,0,No,SE,Logan,Cash,4,2,2240,1940,84321,2019,3,0
239900,2,2,130,No,NW,Logan,Conventional,4,4,2631,2003,84341,2019,4,1
229000,2,2,0,No,SW,Logan,Cash,4,2,2184,1979,84321,2020,10,0
250000,2,0,0,No,SW,Logan,Conventional,4,2,1904,1981,84321,2020,10,0
240000,2,2,0,No,NE,Logan,Cash,5,3,3494,1960,84321,2018,4,0
253850,2,2,200,No,SW,Logan,FHA,5,3,1945,2008,84321,2020,6,1
239900,2,0,0,No,SW,Logan,Cash,4,2,1848,1970,84321,2020,10,0
250000,2,1,0,No,NW,Logan,VA,3,2,1515,1937,84321,2020,10,0
252000,2,2,0,No,NW,Logan,FHA,3,2,1802,1928,84321,2020,6,0
258000,2,1,0,No,SW,Logan,Conventional,3,2,1897,1925,84321,2020,8,0
260000,2,0,0,Yes,NE,Logan,Conventional,4,2,2100,1951,84321,2019,6,0
244000,2,2,0,No,NE,Logan,Other,4,3,2632,1959,84321,2018,12,0
262000,2,2,0,No,NE,Logan,Conventional,3,2,1907,1964,84341,2019,10,0
262150,2,0,0,No,NE,Logan,Conventional,5,3,2716,1963,84341,2019,11,0
268000,2,2,100,No,SW,Logan,FHA,3,2,1470,2020,84321,2020,2,1
275000,2,2,0,No,SW,Logan,FHA,4,2,1636,1998,84321,2020,7,0
265000,2,2,0,No,NW,Logan,FHA,4,2,2495,1914,84321,2018,5,0
272000,2,2,0,No,NE,Logan,Conventional,4,3,2933,1978,84321,2018,4,0
270000,2,2,30,No,NW,Logan,Conventional,3,3,1650,2016,84321,2020,4,1
271000,2,2,20,No,NW,Logan,Conventional,3,3,1653,2010,84321,2020,4,1
291000,2,2,30,No,NW,Logan,Conventional,3,3,1650,2016,84321,2020,11,1
290000,2,2,220,No,SW,Logan,VA,4,3,1841,2012,84321,2020,7,1
299000,2,2,0,No,SW,Logan,FHA,4,2,1745,2000,84321,2020,11,1
300000,2,1,0,No,NE,Logan,Conventional,5,2,2122,1959,84321,2020,8,0
295000,2,2,0,No,NE,Logan,Conventional,4,3,1698,1976,84341,2020,8,0
316000,2,1,0,No,NE,Logan,Cash,4,2,2296,1978,84341,2020,10,0
305000,2,2,0,No,NW,Logan,Conventional,5,3,2180,2016,84341,2020,7,1
320000,2,2,0,No,SW,Cache,Cash,3,3,1650,2017,84321,2020,10,1
320000,2,2,0,No,SW,Logan,Conventional,3,3,1948,2006,84321,2020,8,1
335000,2,2,0,No,SW,Logan,FHA,3,3,1750,2001,84321,2020,10,1
346000,2,2,1,No,NE,Logan,Conventional,4,3,3700,2017,84341,2018,5,1
345900,2,2,0,No,NE,Logan,Conventional,5,4,3644,1972,84341,2019,7,0
490000,2,2,0,No,NE,Logan,Cash,5,3,3218,1988,84321,2020,8,0
565000,2,1,0,No,NE,Logan,Cash,4,2,2054,1893,84321,2019,4,0
660000,2,2,0,No,NE,Logan,Cash,8,3,3784,1964,84321,2020,7,0
114000,3,0,110,No,NW,Logan,FHA,2,1,904,1978,84321,2018,9,0
120000,3,0,129,No,NE,Logan,Cash,2,1,763,1972,84321,2019,5,0
132150,3,1,135,No,SW,Logan,Conventional,2,2,1190,1997,84321,2018,1,0
136500,3,1,150,No,NE,Cache,Cash,2,1,1003,1996,84341,2018,5,0
150500,3,1,132,No,NW,Logan,Conventional,3,2,1116,1994,84341,2018,5,0
138000,3,1,135,No,SW,Logan,Cash,2,2,1190,1996,84321,2018,6,0
140500,3,1,135,No,SW,Logan,Cash,2,2,1190,1995,84321,2018,10,0
143000,3,1,115,No,NW,Logan,FHA,2,2,1224,2000,84341,2018,3,1
139900,3,1,0,No,NE,Logan,Conventional,2,1,838,1924,84321,2019,4,0
144900,3,0,100,No,SW,Logan,FHA,2,2,992,1980,84321,2020,8,0
147500,3,1,85,No,NE,Logan,FHA,2,3,1370,1977,84321,2018,8,0
148200,3,0,0,No,SW,Logan,Conventional,2,1,1037,1937,84321,2019,2,0
151500,3,1,0,No,SW,Logan,FHA,2,1,869,1904,84321,2019,5,0
150000,3,2,0,No,NE,Logan,Cash,2,2,1440,1940,84321,2018,5,0
162000,3,0,0,No,SW,Logan,FHA,2,2,1372,1981,84321,2018,6,0
150000,3,1,0,No,NE,Logan,Cash,2,1,814,1938,84321,2018,5,0
145000,3,0,0,Yes,NW,Logan,Cash,3,1,1451,1904,84321,2020,5,0
155900,3,1,140,No,SW,Logan,Cash,2,2,1190,1994,84321,2019,6,0
157900,3,1,0,No,NE,Logan,Conventional,2,1,1135,1921,84321,2018,5,0
157500,3,1,140,No,SW,Logan,Conventional,2,2,1190,1996,84321,2019,10,0
159900,3,0,0,No,SW,Logan,Conventional,3,2,1936,1971,84321,2018,1,0
165000,3,0,0,Yes,NE,Logan,Conventional,1,1,928,1922,84321,2019,5,0
157900,3,1,140,No,SW,Logan,FHA,2,2,1190,1995,84321,2019,9,0
158000,3,1,140,No,SW,Logan,Conventional,2,2,1190,1994,84321,2019,11,0
158000,3,2,115,No,NW,Logan,Cash,3,2,1360,1997,84341,2018,4,0
169000,3,0,0,No,NW,Logan,FHA,3,1,1818,1938,84321,2018,7,0
165000,3,1,140,No,SW,Logan,Conventional,2,2,1190,1996,84321,2020,3,0
164000,3,1,140,No,SW,Logan,FHA,2,2,1190,1996,84321,2020,4,0
164700,3,1,140,No,SW,Logan,Conventional,2,2,1190,1995,84321,2020,6,0
167500,3,1,115,No,NW,Logan,FHA,2,2,1224,1996,84321,2019,9,0
175000,3,1,0,No,NW,Logan,FHA,3,2,1360,1914,84321,2018,9,0
169000,3,1,140,No,SW,Logan,FHA,2,2,1190,1996,84321,2020,8,0
169000,3,2,115,No,NW,Logan,Cash,3,2,1360,1999,84341,2018,8,0
175000,3,2,115,No,NW,Logan,Conventional,3,2,1360,1997,84341,2018,10,0
172000,3,2,115,No,NW,Logan,Cash,3,2,1360,1996,84341,2019,3,0
180000,3,0,0,No,NE,Logan,FHA,4,3,1974,1927,84321,2018,2,0
185000,3,2,75,No,NW,Logan,Cash,3,3,1584,2007,84341,2018,4,1
182000,3,2,115,No,NW,Logan,Cash,3,2,1360,1999,84341,2019,5,0
187000,3,0,0,No,NW,Logan,FHA,3,1,975,1925,84321,2020,8,0
185900,3,2,75,No,NW,Logan,Cash,3,3,1593,2008,84341,2018,7,1
195000,3,0,65,No,SW,Logan,Cash,3,2,1224,2004,84321,2020,11,1
190000,3,1,0,No,NE,Logan,Cash,5,2,3259,1913,84341,2018,7,0
190000,3,2,125,No,SW,Logan,Cash,3,3,1309,2010,84321,2019,8,1
207000,3,0,0,No,NE,Logan,Conventional,6,2,1959,1899,84321,2019,10,0
216000,3,1,0,No,NW,Logan,Conventional,4,2,1562,1981,84341,2020,5,0
206000,3,0,0,No,SW,Logan,Cash,4,1,1646,1900,84321,2020,10,0
205000,3,2,30,No,SW,Logan,Conventional,3,3,1670,2008,84321,2019,5,1
204900,3,1,0,No,NE,Logan,Conventional,3,2,1452,1925,84321,2019,9,0
209900,3,2,0,No,NW,Logan,Conventional,3,2,1418,1995,84341,2018,12,0
210000,3,2,0,No,NE,Logan,Conventional,3,2,2400,1950,84321,2018,6,0
205000,3,1,0,No,NE,Logan,Cash,3,1,1126,1947,84321,2019,12,0
215000,3,2,0,No,SW,Logan,Conventional,5,2,1800,2002,84321,2018,6,1
225000,3,1,0,No,SW,Logan,Conventional,3,2,1296,1911,84321,2019,7,0
220000,3,2,110,No,NW,Logan,Conventional,3,3,2620,2003,84341,2019,5,1
227000,3,0,0,Yes,SW,Logan,FHA,3,1,1050,1962,84321,2020,10,0
219500,3,2,0,No,NE,Logan,Cash,3,1,1948,1910,84321,2019,6,0
224000,3,2,0,No,SW,Logan,FHA,3,3,1368,2018,84321,2018,4,1
223900,3,1,0,No,NE,Logan,FHA,2,1,1130,1935,84321,2020,3,0
219900,3,2,90,No,NW,Logan,Conventional,3,3,1596,2006,84341,2020,7,1
220000,3,0,0,No,NW,Logan,Conventional,3,2,1394,1954,84321,2019,6,0
224900,3,2,0,No,NE,Logan,Cash,3,2,1355,1979,84341,2019,5,0
242000,3,0,0,No,SW,Logan,Conventional,3,2,1590,2002,84321,2020,6,1
239500,3,2,100,Yes,NW,Logan,Conventional,3,2,1464,1996,84321,2020,5,0
243000,3,4,0,No,SW,Logan,Conventional,3,2,1801,2002,84321,2018,8,1
246000,3,2,0,No,SW,Logan,FHA,4,2,1649,2003,84321,2018,5,1
240000,3,2,0,No,SW,Logan,Conventional,4,3,1879,2000,84321,2018,7,1
250000,3,2,30,No,NW,Logan,VA,3,2,1269,2014,84321,2020,4,1
247000,3,0,0,No,SW,Logan,FHA,5,2,1830,1998,84321,2020,7,0
245900,3,2,220,No,SW,Logan,Conventional,4,3,1815,2018,84321,2018,10,1
253500,3,2,0,No,NE,Logan,Conventional,3,2,1716,1916,84321,2020,3,0
265000,3,2,0,No,SW,Logan,Conventional,3,2,1581,2000,84321,2020,8,1
253000,3,0,0,No,SW,Logan,Conventional,4,2,2435,1951,84321,2020,6,0
257000,3,2,0,No,NE,Logan,Conventional,2,2,1480,1908,84321,2019,10,0
260000,3,2,0,No,NE,Logan,Conventional,4,3,2168,1964,84321,2020,1,0
256100,3,2,0,No,SW,Logan,Conventional,4,3,2020,2009,84321,2018,3,1
262500,3,2,220,No,SW,Logan,FHA,4,3,2001,2005,84321,2019,6,1
262400,3,1,0,No,SW,Logan,Conventional,4,2,2308,1930,84321,2019,8,0
275000,3,2,0,Yes,SW,Logan,Conventional,4,3,1991,2003,84321,2020,6,1
269500,3,2,0,Yes,SE,Logan,Conventional,5,3,2304,1995,84321,2020,1,0
260000,3,2,0,No,SW,Logan,Conventional,4,3,2024,2001,84321,2019,8,1
278000,3,2,30,No,NW,Logan,FHA,3,3,1643,2015,84321,2020,6,1
270000,3,0,0,No,NE,Logan,Conventional,5,2,2379,1953,84321,2020,6,0
272000,3,2,0,No,SW,Logan,Conventional,4,3,1879,2005,84321,2018,7,1
270000,3,2,0,No,SW,Logan,FHA,3,2,1724,2000,84321,2020,7,1
272500,3,1,0,No,NW,Logan,Conventional,4,1,2274,1953,84321,2020,10,0
280000,3,2,0,No,SW,Logan,FHA,4,3,1890,2003,84321,2020,6,1
275000,3,1,0,No,NE,Logan,Conventional,4,2,2120,1950,84321,2020,8,0
282000,3,1,0,No,NE,Logan,Other,5,3,2496,1955,84321,2020,6,0
300000,3,2,0,No,NE,Logan,Cash,4,3,2376,1960,84321,2020,10,0
294000,3,2,220,Yes,SW,Logan,FHA,4,3,1840,2013,84321,2020,7,1
302000,3,1,0,No,NW,Logan,Conventional,3,2,1952,1951,84321,2020,11,0
319000,3,2,0,No,NE,Logan,Other,5,3,2836,1964,84341,2019,3,0
298500,3,2,0,No,NE,Logan,Cash,4,2,2376,1971,84341,2020,9,0
291500,3,2,0,No,NE,Logan,Conventional,3,3,2878,1972,84341,2020,8,0
317000,3,1,0,No,SW,Logan,Conventional,4,2,2560,1916,84321,2019,9,0
315000,3,4,0,No,NW,Logan,Conventional,7,3,3298,1909,84321,2020,4,0
315000,3,2,0,Yes,NE,Logan,Conventional,5,3,2840,1968,84341,2018,3,0
313000,3,0,0,No,NE,Logan,Conventional,4,4,3077,1919,84321,2020,3,0
329900,3,2,0,No,NE,Logan,Conventional,3,2,3281,1969,84341,2019,7,0
360000,3,2,0,No,SE,Logan,Conventional,5,3,3182,1977,84321,2020,2,0
349900,3,2,0,No,SW,Logan,Conventional,5,3,2052,2016,84321,2020,8,1
365000,3,4,0,No,SW,Logan,FHA,5,3,2585,2016,84321,2020,7,1
415000,3,3,0,No,SW,Logan,Conventional,5,3,3111,2010,84321,2020,5,1
680000,3,3,0,No,NE,Cache,Conventional,6,4,5113,2007,84341,2020,8,1
106000,4,0,120,No,NW,Logan,Other,2,1,904,1977,84341,2018,7,0
128000,4,0,125,No,NW,Logan,Cash,2,2,1044,1995,84321,2018,9,0
147000,4,0,65,No,SW,Logan,Conventional,3,2,1224,2006,84321,2018,4,1
135000,4,1,175,No,NE,Logan,Cash,2,2,1296,1980,84321,2018,7,0
146000,4,1,135,No,NW,Logan,Conventional,2,2,1116,1981,84341,2019,6,0
145000,4,1,135,No,SW,Logan,Conventional,2,2,1190,1994,84321,2018,12,0
144800,4,1,115,No,NW,Logan,Cash,2,2,1224,1996,84341,2018,7,0
154900,4,2,115,No,NW,Logan,Cash,3,2,1360,2000,84341,2018,1,1
166200,4,0,0,No,NW,Logan,Cash,2,1,994,1947,84321,2018,4,0
153750,4,1,0,No,NE,Logan,Cash,2,1,734,1948,84321,2019,6,0
163000,4,0,0,Yes,NW,Logan,Cash,2,1,1028,1945,84321,2018,5,0
160000,4,1,0,No,NE,Logan,Conventional,3,1,1055,1894,84321,2019,6,0
159000,4,1,140,No,SW,Logan,Cash,2,2,1190,1994,84321,2020,3,0
170000,4,0,0,No,NW,Logan,Conventional,3,1,1086,2005,84321,2019,7,1
165000,4,0,168,No,NE,Logan,Conventional,3,2,1331,1972,84321,2019,8,0
166500,4,1,140,No,SW,Logan,Conventional,2,2,1190,1996,84321,2020,7,0
171000,4,1,0,No,NW,Logan,Conventional,2,2,1506,1939,84321,2018,5,0
171500,4,1,0,No,NW,Logan,Cash,3,2,1152,1980,84341,2020,5,0
177200,4,2,75,No,NW,Logan,Conventional,3,3,1571,2011,84341,2018,1,1
174900,4,2,75,No,NW,Logan,Cash,3,3,1354,2005,84341,2018,6,1
174900,4,1,140,No,SW,Logan,Other,2,2,1190,1996,84321,2020,9,0
178900,4,0,0,No,NW,Logan,Conventional,2,1,1296,1924,84321,2018,4,0
180900,4,2,75,No,NW,Logan,Conventional,3,2,1560,2007,84341,2018,5,1
180500,4,2,75,No,NW,Logan,Cash,4,3,1388,2006,84341,2018,5,1
190000,4,2,0,No,SE,Logan,Conventional,4,2,2266,1916,84321,2018,9,0
190000,4,1,0,No,SW,Logan,Conventional,3,1,1470,1917,84321,2018,9,0
207000,4,1,150,No,NE,Cache,Conventional,3,3,1320,1996,84341,2020,7,0
205000,4,2,0,Yes,SW,Logan,Other,2,1,1056,2000,84321,2019,4,1
199900,4,1,0,No,SW,Logan,Conventional,5,2,2692,1954,84321,2018,1,0
205000,4,0,0,No,SW,Logan,Conventional,3,1,1502,1924,84321,2019,6,0
199900,4,2,125,No,SW,Logan,FHA,3,3,1309,2008,84321,2019,8,1
198500,4,2,75,No,NW,Logan,Cash,3,3,1636,2017,84341,2018,5,1
205000,4,2,90,No,NW,Logan,Conventional,3,3,1583,2008,84341,2019,7,1
208000,4,2,0,No,SW,Logan,FHA,3,1,1135,1996,84321,2019,11,0
208900,4,2,30,No,SW,Logan,Conventional,3,3,1680,2007,84321,2019,5,1
218000,4,2,0,Yes,SE,Logan,Other,3,3,2544,1963,84321,2020,2,0
190000,4,2,0,No,SW,Logan,Cash,3,2,1245,2006,84321,2019,2,1
212000,4,2,90,No,NW,Logan,Conventional,3,3,1616,2016,84341,2019,3,1
215000,4,1,0,No,NW,Logan,Conventional,3,2,2100,1952,84321,2018,4,0
215000,4,2,100,No,SW,Logan,FHA,3,2,1606,2008,84321,2018,7,1
214000,4,0,0,No,NW,Logan,Conventional,4,2,1756,1971,84321,2018,5,0
227000,4,0,60,No,NE,Logan,Conventional,3,2,2016,1980,84321,2018,3,0
219000,4,0,40,No,SW,Logan,Conventional,3,1,1090,2010,84321,2020,7,1
220000,4,2,0,No,SW,Logan,FHA,4,3,1568,1999,84321,2018,1,0
220000,4,0,0,Yes,SW,Logan,Conventional,3,2,1425,1998,84321,2019,7,0
220000,4,2,90,No,NW,Logan,Conventional,3,3,1592,2016,84341,2019,7,1
223000,4,1,0,No,NW,Logan,Conventional,4,1,2270,1929,84321,2020,5,0
226000,4,0,0,No,NW,Logan,Conventional,4,2,2100,1962,84321,2018,9,0
222900,4,2,90,No,NW,Logan,Cash,4,3,1640,2015,84341,2019,10,1
231900,4,2,0,No,SW,Cache,FHA,3,3,1409,2009,84321,2019,5,1
233500,4,0,0,Yes,SW,Logan,Conventional,4,2,1920,1985,84321,2020,3,0
238000,4,0,0,No,SW,Logan,FHA,3,2,1423,1998,84321,2020,7,0
243000,4,2,20,No,NW,Logan,Conventional,3,3,1336,2009,84321,2019,5,1
244000,4,2,0,No,SW,Logan,Conventional,3,2,1357,2005,84321,2019,9,1
235000,4,2,0,No,SW,Cache,Conventional,3,3,1860,2019,84321,2019,6,1
235000,4,1,0,No,NW,Logan,Conventional,4,2,2068,1920,84321,2020,3,0
235000,4,0,0,No,NW,Logan,VA,4,2,2172,1974,84321,2020,4,0
236000,4,2,90,No,NW,Logan,Conventional,4,3,1592,2018,84341,2020,4,1
235000,4,2,130,No,NE,Cache,Conventional,3,3,1525,2019,84341,2020,8,1
245000,4,2,0,No,SE,Logan,Conventional,3,1,1188,1900,84321,2020,11,0
236330,4,2,0,No,NW,Logan,Conventional,2,1,2200,1981,84321,2018,11,0
242500,4,0,0,No,SE,Logan,FHA,3,2,1620,1954,84321,2019,8,0
243900,4,1,0,No,SW,Logan,FHA,4,2,1788,1970,84321,2020,6,0
241500,4,2,0,No,SW,Logan,Conventional,5,3,2006,1998,84321,2018,8,0
247500,4,2,0,No,NE,Logan,Conventional,4,2,1971,1947,84321,2019,9,0
260000,4,1,0,No,NE,Logan,Conventional,3,2,1590,1912,84321,2020,6,0
250500,4,1,0,No,NE,Logan,Conventional,5,2,2046,1958,84341,2019,6,0
272600,4,4,0,No,SW,Logan,Conventional,3,2,1363,1988,84321,2020,10,0
264500,4,1,0,No,NE,Logan,Conventional,3,2,2043,1950,84321,2020,7,0
282500,4,1,0,No,NW,Logan,Conventional,3,2,1704,1909,84321,2020,8,0
262500,4,2,0,Yes,NW,Logan,Conventional,4,2,2116,1975,84341,2020,10,0
271000,4,2,0,No,SW,Logan,Conventional,4,3,2160,2010,84321,2018,7,1
278000,4,2,0,Yes,SW,Logan,Conventional,4,3,1838,2015,84321,2019,9,1
280000,4,2,0,No,SE,Logan,Conventional,4,2,2506,1962,84321,2019,5,0
296000,4,3,0,No,SE,Logan,Conventional,5,4,3044,1993,84321,2018,7,0
300000,4,2,0,No,NE,Logan,FHA,6,3,3148,1978,84341,2018,5,0
310000,4,2,0,Yes,NW,Logan,FHA,4,3,1633,2017,84341,2020,10,1
316400,4,2,220,No,SW,Logan,Other,4,3,1873,2020,84321,2020,9,1
315000,4,2,0,No,NE,Logan,Conventional,4,3,2832,1977,84341,2018,8,0
319900,4,2,0,No,NE,Logan,VA,5,3,2798,1989,84341,2018,2,0
331000,4,2,0,No,NE,Logan,Conventional,5,3,2462,1996,84321,2020,10,0
394900,4,2,0,No,NE,Logan,Cash,5,4,3901,1996,84321,2018,4,0
405000,4,2,0,No,SE,Logan,Conventional,5,4,3272,1992,84321,2020,10,0
503200,4,2,0,No,NE,Logan,Conventional,5,3,3171,1996,84321,2020,10,0
120000,5,0,92,No,NE,Logan,FHA,2,1,854,1977,84341,2019,5,0
122000,5,0,100,No,NE,Logan,Cash,2,1,816,1974,84321,2019,5,0
134900,5,0,150,No,NW,Logan,Conventional,2,1,904,1978,84341,2020,4,0
137500,5,1,135,No,SW,Logan,Conventional,2,2,1190,1996,84321,2018,6,0
145500,5,1,140,No,SW,Logan,Cash,2,2,1190,1995,84321,2019,5,0
148372,5,0,0,No,NW,Logan,FHA,2,2,1090,1981,84341,2019,7,0
143000,5,1,115,No,NW,Logan,Conventional,2,2,1224,1997,84341,2018,4,0
144750,5,1,135,No,SW,Logan,Conventional,2,2,1190,1994,84321,2018,8,0
145100,5,0,0,No,SE,Logan,Conventional,2,1,1547,1919,84321,2019,2,0
149000,5,1,135,No,SW,Logan,Conventional,2,2,1190,1994,84321,2018,7,0
150000,5,0,150,No,NW,Logan,Conventional,3,2,1224,1978,84341,2019,7,0
153000,5,1,0,No,NE,Logan,Cash,4,2,2610,1922,84321,2018,11,0
151000,5,0,150,No,NW,Logan,Conventional,2,1,904,1978,84321,2020,9,0
159000,5,1,0,No,SW,Logan,Conventional,1,1,912,1913,84321,2020,5,0
160000,5,1,0,No,SE,Logan,Conventional,3,1,1302,1916,84321,2019,5,0
165000,5,1,140,No,SW,Logan,Conventional,2,2,1190,1994,84321,2020,7,0
177500,5,0,0,No,NE,Logan,Conventional,2,1,769,1951,84321,2019,10,0
168999,5,1,140,No,SW,Logan,Other,2,2,1190,1995,84321,2020,6,0
175000,5,0,0,No,NE,Logan,Conventional,3,1,1068,1984,84321,2018,3,0
162000,5,0,0,No,NE,Logan,Conventional,2,1,624,1947,84321,2020,3,0
171000,5,1,140,No,SW,Logan,Other,2,2,1190,1996,84321,2020,10,0
181545,5,2,125,No,SW,Logan,Other,3,3,1309,2008,84321,2018,4,1
190000,5,1,0,Yes,SW,Logan,FHA,3,2,1874,1913,84321,2018,6,0
190000,5,1,0,No,NE,Logan,Cash,3,2,1626,1950,84321,2019,4,0
183000,5,2,75,No,NW,Logan,Conventional,3,2,1398,2007,84341,2018,6,1
190000,5,0,0,No,SE,Logan,VA,4,1,1379,1900,84321,2018,9,0
190600,5,1,0,No,NE,Logan,FHA,4,2,1882,1940,84321,2018,3,0
189900,5,2,80,No,NW,Logan,Conventional,3,3,1369,1996,84341,2019,11,0
189900,5,0,0,No,SW,Logan,VA,3,2,1512,2000,84321,2020,6,1
175000,5,2,80,No,NW,Logan,Conventional,3,3,1378,1996,84341,2020,1,0
199000,5,2,0,No,SW,Logan,Conventional,3,2,1023,2008,84321,2018,11,1
190000,5,0,0,No,SW,Logan,Conventional,4,2,1904,1981,84321,2018,4,0
221300,5,2,90,No,NW,Logan,Cash,4,3,1560,2007,84341,2020,8,1
212000,5,0,0,No,SW,Logan,Conventional,3,2,1064,2006,84321,2019,5,1
220000,5,2,0,No,SE,Logan,Other,5,2,2142,1964,84321,2018,9,0
209900,5,2,125,No,NE,Logan,Cash,2,2,1686,1986,84321,2018,12,0
209900,5,2,0,No,SW,Logan,Conventional,2,1,936,1998,84321,2020,5,0
210000,5,1,0,No,SE,Logan,FHA,4,2,1972,1959,84321,2019,8,0
210000,5,2,90,No,NW,Logan,Conventional,3,3,1371,2007,84341,2020,8,1
210000,5,0,0,Yes,NE,Logan,FHA,3,1,1427,1884,84321,2019,8,0
209000,5,0,0,No,NW,Logan,Conventional,3,1,1404,1916,84321,2020,3,0
221000,5,2,125,No,NE,Logan,Cash,2,2,1452,1988,84321,2019,8,0
221000,5,1,0,No,NE,Logan,Conventional,4,2,2306,1930,84321,2018,7,0
219000,5,2,0,Yes,NE,Logan,Conventional,4,2,1836,1980,84341,2018,6,0
223000,5,1,0,No,NW,Logan,FHA,3,2,1928,1940,84321,2019,4,0
228000,5,2,0,No,SW,Logan,VA,3,2,1100,2007,84321,2019,7,1
220000,5,0,0,No,SW,Logan,Conventional,5,3,1808,2002,84321,2019,7,1
218000,5,2,0,No,SW,Logan,FHA,3,2,1175,2003,84321,2019,10,1
218000,5,2,90,No,NW,Logan,Cash,3,3,1559,2007,84341,2020,2,1
226000,5,2,60,No,NW,Logan,Other,3,3,1673,2007,84321,2020,6,1
280000,5,2,0,No,SW,Logan,Conventional,5,2,2344,1980,84321,2020,9,0
225000,5,2,125,No,SW,Logan,Other,3,3,1621,2010,84321,2018,11,1
227000,5,2,0,No,NE,Logan,FHA,3,2,2040,1960,84321,2018,4,0
